GeneSymbol,log2FC_db_dw,pvalue,alias,Entrez
CASP9,-0.4441282,0.012155866,,Apaf3|Casp-9-CTD|Casp9_v1
ADAP1,-0.4007203,0.012155866,,Centa1|p42IP4
PI16,-0.7531638,0.012169292,,294312
TCEAL1,-0.6499034,0.012176254,,302593
OGFOD1,0.5635196,0.012176254,,RGD1308848
SEMA6B,-0.58345705,0.012255387,,84609
ZFP9,-0.5530713,0.012271681,,100158232
PAFAH1B3,-0.60000294,0.012316116,,114113
PTP4A2,0.5444053,0.012316116,,85237
CLCN5,0.99063647,0.012317729,CLC5,25749
CRAT,-0.43266946,0.012332224,,311849
NUDT16,-0.59488744,0.012413353,RGD1311387,363129
CELF6,-0.35775325,0.012423826,Brunol6,300758
CDK2,0.42351413,0.012472671,,362817
FAM227A,-0.5646193,0.012541516,RGD1305939,300074
RAD18,0.48092374,0.012632669,,362412
HSPA14,0.34657094,0.012634094,,307133
PPP1R12A,0.4900083,0.012656978,M110|MBSP|Mypt1,116670
ABTB2,0.52522504,0.012657382,Cca3,171440
E2F3,0.6646341,0.012657382,RGD1561600,291105
U2AF1,0.47243112,0.012676724,,687575
SLC7A5,0.64414984,0.01268377,E16|TA1,50719
ALKBH4,0.4706152,0.012723504,RGD1308608,288587
B3GALT5,-0.60520667,0.012782929,,288161
FEM1A,0.43934175,0.012786375,,316131
IRGQ,-0.4388204,0.012798666,RGD1309409,292708
HPS4,-0.36125737,0.012807782,,304555
PIK3CB,0.6236102,0.012816889,,85243
ASCC2,0.56986994,0.012851208,RGD1561422,498402
WDR45,-0.4638789,0.012886619,,302559
PRKCQ,-0.4221288,0.01289057,,Pkcq
ZFP575,-0.6800261,0.012934943,Znf575,308430
OSBPL9,-0.42365465,0.012934943,,298369
FADS3,-0.3418549,0.012934943,,286922
CDKN2AIPNL,-0.51119804,0.012948143,RGD1308696,287278
EME1,0.70008147,0.01298084,,287634
GRK5,0.5016199,0.012997693,Gprk5,59075
LCMT2,0.6007042,0.013089576,,296098
FAM134A,-0.4706435,0.013092566,RGD1306844,363252
ARF1,0.2535262,0.013098046,,64310
SEC13,0.2940295,0.013098046,Sec13l1,297522
KIFC3,0.33618397,0.013098096,KRP4,307644
UROD,-0.39947385,0.013158204,porphyrinogen,29421
RCAN1,0.3098915,0.013201669,Dscr1|Mcip1,266766
PSENEN,-0.3733969,0.013263653,RGD1312037,292788
KIF18B,0.54401064,0.013345053,RGD1310360,303575
MEOX2,1.1383067,0.013349704,,29279
CMTR2,0.40433457,0.013375053,Ftsjd1|RGD1309394,292016
TMA16,0.66073817,0.013386441,RGD1305222,290686
KCNJ5,1.139306,0.01343561,,29713
PDXP,-0.627077,0.013486668,Rbp1,727679
GABARAPL1,-0.3361119,0.013505544,Gec1,689161
FNTB,-0.32460427,0.013505544,,64511
CRIPT,-0.5646176,0.013523571,,56725
FUT7,0.94434845,0.013527854,,296564
SAPCD2,0.5823559,0.013559467,,680531
PLK4,0.45452306,0.013645521,,310344
WHSC1,0.56271935,0.013645521,RGD1565590,680537
RAPGEF3,0.41137132,0.013665983,Epac,59326
ITGA11,-1.0088171,0.013686501,,315744
NUDT22,-0.7193156,0.013696576,,293703
E2F6,0.47217578,0.013747766,,313978
CCDC175,-0.68771666,0.013760201,,500668
TRPT1,-0.62095404,0.013778904,Tpt1h,293704
MAD2L1BP,0.46765026,0.013778904,,316237
CYTH1,-0.42518106,0.013819262,Pscd1|Sec7,116691
MAPK3,-0.44389716,0.013960122,ERK1|ERT2|Erk-1|Esrk1|MAP,50689
SRP68,0.2553731,0.013960122,,363707
PNKP,0.41672245,0.013967045,,308576
APBA2,0.44258118,0.013969976,Mint2,83610
NCOA4,0.2536262,0.01399342,,619385
DVL1,0.41346362,0.014030753,dvl-1,83721
CEP104,0.44551,0.014032714,GlyBP,246295
ZFP35,0.46781194,0.014046456,Zfp239,307547
TAS1R3,1.1216946,0.014046456,T1r3,170634
CNNM1,0.64462084,0.0140548,,309387
CROT,0.31769052,0.014072188,,83842
CLDN9,-1.0229357,0.014098884,,287099
VKORC1,-0.584093,0.014123564,,309004
ZFAND2B,-0.54397416,0.014211214,RGD1306260,363253
MGAT1,-0.33278877,0.014421033,,81519
POPDC3,0.64929414,0.014451542,,641520
TPD52L3,-1.1269943,0.014482369,RGD1309391|Trpd52l3,293894
SLC9A3R1,0.2791779,0.01448429,,59114
ZFP358,-0.40169713,0.01453809,,360754
ELOVL5,0.6144908,0.014565824,rELO1,171400
SLC22A23,0.546605,0.014620495,Nritp,64559
WBSCR17,0.59746975,0.014620495,,288611
GRIN2A,1.1237993,0.014670977,GluN2A|NMDAR2A|NR2A,24409
EGLN3,-0.36376014,0.014675131,PHD-3|PHD3|SM-20,54702
RGD1307443,-0.6906255,0.014710051,,361244
SLC35A5,-0.42048854,0.014710051,RGD1564361,498081
RSPO3,-0.7410595,0.014804967,RGD1563246,498997
USP1,0.47711465,0.01482081,,313387
CELF1,0.6000399,0.014868277,Cugbp1,362160
HSPA12A,-0.4305887,0.014875834,,307997
RTFDC1,-0.34047946,0.014875834,RGD1311072,296410
GZF1,0.31087232,0.014882887,RGD1562321|Zfp336,311508
ITGA7,0.5440397,0.014901846,,81008
ZFP414,-0.53686273,0.01492048,RGD1308123|Znf414,299647
EIF1B,-0.46571234,0.014938674,RGD1309241,301068
POLR1A,0.60301477,0.014951176,Rpa1|Rpo1-4,83581
ENTPD6,-0.42570895,0.014967268,,85260
RGD1565498,0.47882587,0.015042431,,500843
KBTBD2,0.3364676,0.015217288,,312372
LRRC42,-0.41950768,0.015220032,RGD1308919,298309
MGAT5B,-0.5500894,0.015225536,,303693
LRRC55,-0.77066547,0.015227393,,311171
PAPD7,0.287108,0.015227393,Pols,306672
COL26A1,-0.7256622,0.015306952,,685612
MCCC1,-0.42266458,0.015306952,,294972
ST6GAL1,0.30966005,0.015314262,Siat1,25197
FSTL4,0.6717412,0.015316743,,303130
TMEM45A,1.1240699,0.015316743,,680866
HIBADH,-0.38129097,0.01535139,,63938
RGD1304694,0.4424138,0.01535139,,362974
ZFP865,-0.4434425,0.015435516,RGD1565545|Znf865,308337
C2CD5,-0.28698078,0.015568304,RGD1304592,362461
KAT8,-0.3544251,0.015594526,Myst1,310194
INO80,0.46175486,0.015594526,Inoc1|RGD1310969,296084
CTTN,0.32078534,0.015613903,Cttnb,60465
UBAP2,0.53915226,0.015616591,,313169
PRKRIP1,0.42274854,0.015644388,,498171
TMEM42,-0.65324134,0.015668258,RGD1307118,363171
LOC688765,0.57121044,0.015714934,,688765
FEZ1,-0.38018176,0.015769731,,81730
MRPL14,-0.63503325,0.015814753,L14mt|L32mt|MRP-L14|MRP,301250
PEO1,-0.37689152,0.015904427,,309441
FAM127B,-0.40364155,0.015928643,Cxx1a,679038
SLC27A2,-0.83193815,0.015976228,,65192
GRB10,-0.3867585,0.016015625,RGD1566234,498416
SLC44A1,0.42136672,0.016015625,Cdw92|Ctl1,85254
GRP,-0.75931096,0.016039979,,171101
LRRC6,-0.97423357,0.016069578,Lrtp|Tslrp,299920
BRE,-0.40150228,0.016130334,,362704
SLC22A1,-1.0284437,0.016288156,Oct1|Orct1|Roct1,24904
ISPD,-0.5942794,0.016308328,Nip,493574
TSPYL1,-0.30987325,0.016322302,Tspyl,29544
PITPNB,0.24328303,0.016322302,,114561
EPHA5,0.42673656,0.016352832,EHK-1|Els1|Els1.,79208
NOP58,0.49382052,0.016380163,Nap65|Nol5,60373
SPON1,0.5561997,0.016466217,Sponf,64456
ATPAF2,-0.41099223,0.016475318,,303190
POLE4,-0.47191355,0.016498253,,362385
ZC3H14,0.34251946,0.016498253,Npuk68,192359
DIS3L2,-0.39656162,0.01651732,,RGD1560168
TMEM39A,0.46733102,0.016577259,,RGD1306421
RNF125,-0.96201056,0.016589224,,361296
ATP6V0A2,0.57361895,0.016614597,,Cc1-3|J6b7|Tj6
HIGD2A,-0.31916255,0.01662287,,RGD1309691
TMEM184B,-0.44063416,0.016624494,,RGD1306591
AMN,-0.93529457,0.016706992,,314459
DOC2B,0.7099712,0.016706992,,81820
SATB1,-0.48735073,0.016751138,,316164
CIAPIN1,0.42386988,0.01675911,,307649
USP15,0.44951677,0.016768282,,Ubp109
ZFP93,-0.88612896,0.01677114,,296399
TBX22,-1.0988843,0.016847761,,Tbx
PCDHA9,-0.42499796,0.016847761,,rCNRv09
SLC3A2,0.46668822,0.016847761,,Mdu1
BTRC,0.47048524,0.016847761,,beta-TrCP1
HSPA9,0.6106112,0.016955905,,Crp40|GRP-75|Hspa9a|PBP7
LINGO3,0.6689029,0.01696763,,690755
GRN,-0.40805992,0.017058002,,PGRN
MFSD13A,-0.43792814,0.017107178,,RGD1309313|Tmem180
TAL2,0.94439465,0.017111102,,Tail2
ADARB1,0.49465048,0.017120646,,Adar2|Red1
USP47,0.29100683,0.017180504,,308896
OSCP1,-0.37596297,0.017206836,,RGD1306596
RGD1565059,-0.7956027,0.017226197,,499630
GLYCTK,-0.54001683,0.017226197,,684314
LOC100911367,0.5705844,0.017255178,,100911367
ADAT1,0.4908129,0.017425861,,690810
PTPRE,0.55275923,0.017460024,,PTPepsilon
CSTF1,0.33187506,0.017541908,,311670
PEX13,0.3088094,0.01754587,,305581
KIF19,-0.71489835,0.017548606,,Kif19a|RGD1559936
STRAP,0.30872402,0.017723577,,297699
AHRR,-1.0712992,0.01773828,,498999
STK4,0.39856547,0.017745363,,311622
CACNB3,-0.37787104,0.017808218,CACH3B,25297
RHBDL1,-0.7174056,0.017820828,Rhbdl,117025
GPR160,-1.0051844,0.017873589,,499588
LIAS,-0.52962303,0.017964575,,305348
TMEM107,-0.5602709,0.017983124,,691750
RNF19B,-0.3713631,0.018190706,Ibrdc3,313806
MTERF4,0.3561925,0.018190706,Mterfd2,363289
STRN3,0.31938872,0.018196741,Gs2na|Sg2na,114520
VOPP1,-0.31295136,0.01823828,Ecop|RGD1306494,362374
SEC22A,-0.5121607,0.018246332,Sec22l2,117513
PTRH2,0.3744117,0.018246332,RGD1306819,287593
ZFP259,0.2686922,0.018263027,RGD1562173,500989
MYH7,-0.7258306,0.018271018,Bmyo|Myhcb|myHC-beta|m,29557
TSC22D2,0.5230815,0.018339287,,499624
WDR55,0.50927746,0.018367928,LRRG00133|RGD1305640,307494
ANKMY2,-0.5344849,0.018450173,Gna14,314046
SCARF1,1.0565767,0.018450173,,303313
ZBTB20,-0.70726675,0.018489016,RGD1560387,288105
NT5C1A,-0.8567769,0.018526126,,313574
KCNJ9,-0.45441687,0.018526126,Girk3|Kir3.3,116560
RAB11FIP2,-0.3372077,0.018526126,RGD1308538,308003
PBX4,-0.6258097,0.01855699,Edg4,361131
ABHD14A,-0.7208101,0.0185698,Dorz1|RGD1309721,300982
FARS2,-0.53872687,0.018574912,Fars1,306879
GPR61,-0.5982247,0.01859059,,310780
BROX,-0.3832211,0.018613735,RGD1307161,305031
ZCCHC8,0.4474043,0.01883635,,288661
HRK,-0.4555785,0.018928798,Bid3|Dp5,117271
USP11,-0.30351844,0.018964652,Uhx1,408217
PRSS36,-0.6603448,0.019085756,,497040
KLHDC1,-0.65808123,0.019107081,,314190
AAK1,0.53069514,0.019107081,RGD1563580,500244
PDGFC,0.74214494,0.019112902,SCDGF,79429
SURF2,0.75827086,0.019112902,,619345
STIM1,-0.3825069,0.019153882,,361618
ZCCHC24,0.30016264,0.019153882,RGD1306164,361104
PPP1R15B,0.42969123,0.01926163,,304799
CBX7,-0.637661,0.019262733,,362962
CCM2,0.3330669,0.019262733,,305505
ASB8,-0.46658117,0.019325513,,315287
SEC23B,0.46436992,0.019342592,,362226
FGF22,0.56972426,0.019345097,,170579
CAMSAP3,-0.42870077,0.019371033,,RGD1307246
ATRIP,0.3553003,0.019394368,,301014
CPSF7,0.39920464,0.019409502,,RGD1305441
METRNL,0.83298993,0.019446347,,316842
VEZT,0.27029166,0.019518334,,299738
SFTPA1,1.0221486,0.019572165,,PSAP|PSP-A|SP-A|Sftp1|Sftp
TRIM3,-0.3747128,0.019587457,,Berp|Rnf22
PGAM5,0.47645056,0.019648103,,RGD1312028
RNF34,-0.35055918,0.01968367,,Momo
BMP7,0.5152237,0.01968367,,BMP-7
IDI1,0.5555658,0.01968367,,89784
SPTLC2,0.5762459,0.01968367,,Pomt2
SCNN1G,1.0740247,0.01968367,,ENaC
LARS,0.5295304,0.0197218,,291624
EBF1,-1.0893587,0.019734237,,Ebf|Olf1
ZFP503,0.55792856,0.019744331,,Nolz-1|Nolz1|Znf503
NTNG2,0.64086926,0.01978038,,311836
CCNL2,0.6622199,0.01978038,,298686
PKNOX2,-0.5545568,0.019788744,,680549
FBXO3,-0.28655007,0.019788744,,690634
PSME4,0.48247126,0.01982289,,498433
GNB5,-0.48535332,0.019877074,,83579
BRAP,0.31765878,0.01990787,,687346
RAB36,-0.407907,0.019967712,,690407
FAM163B,0.5645095,0.019967712,,685169
F8,0.5986479,0.019967712,,302470
PWWP2B,0.70017093,0.019967712,,Pwwp2
GPR155,-0.38577795,0.020069456,,311730
TNIP2,0.6872239,0.020082528,,305451
APBB1,-0.36937773,0.02017821,,FE65
ALG9,-0.32408738,0.020257102,,Dibd1
KDELR3,0.44304436,0.020277565,,315131
MESDC1,0.28909972,0.020294696,,308795
SEPHS1,0.33469778,0.02044995,,291314
AIG1,-0.42043447,0.020462526,,RGD1562920
CCDC91,-0.60597724,0.0204778,,Ccdc91
CALY,-0.7370509,0.02062924,,Calcyon|Drd1ip
FIP1L1,0.42561775,0.02062924,,289582
GJB2,0.87944615,0.02066671,,CXN-26|Cx26
SNRNP40,0.26904786,0.020728698,,RGD1309198
MPDU1,-0.49394405,0.020758046,,303244
ZMPSTE24,0.4096436,0.020809803,,313564
LYRM7,-0.7201525,0.020845149,,686506
DHX33,0.6332344,0.021010872,,287464
MAP2K1,0.46555167,0.021087652,Mek1,170851
TRAK1,-0.44992325,0.021176055,RGD1307844,316085
HCN3,-0.58350736,0.021250414,,114245
COX11,0.3311598,0.021282801,,690300
DECR2,-0.7600805,0.021355916,Dcrakl|putativeperoxisomal2,64461
NEMP2,0.3647779,0.021356642,RGD1560421|Tmem194b,503257
MPHOSPH10,0.49548197,0.021419972,,293828
FAM212A,-0.98108214,0.021421747,RGD1560778,316001
CDC45,0.44240254,0.021473555,Cdc45l,287961
TRIM36,0.64333475,0.02148699,,291597
ATF4,0.45487285,0.021494819,,79255
NVL,0.39071107,0.021549927,,289323
SHTN1,-0.3805176,0.021569615,RGD1311558|Shootin1,292139
MCCC2,-0.4543736,0.021715138,,361884
TWIST2,-1.073762,0.021729017,Dermo1,59327
WDR34,-0.35201335,0.021729643,,296618
UBE2D1,-0.5558267,0.02176936,,361831
ANGPT2,0.9950371,0.02176936,Agpt2|Ang-2,89805
MSTN,-0.9719133,0.021809116,Gdf8,29152
SPIN2A,-0.66989213,0.021809116,RGD1560898|Spin2,317395
CDH7,-0.7649024,0.02182333,Cad7,29162
NOP14,0.37772366,0.021906657,Nol14|RGD1305605,289724
AZIN2,-0.74265516,0.02193875,Adc|AzI2|ODC-p|RGD156477,366473
TUBGCP3,0.33934143,0.021972759,,306599
VPS37C,0.3543599,0.022023605,RGD1309258,308178
COG3,0.46740416,0.022023605,,361073
SCLY,-0.41821226,0.02206824,,363285
MIDN,0.48622456,0.02206824,,314623
SLC5A10,1.0390279,0.02206824,,303205
MAP7D2,0.6383688,0.022087066,Brelin|Mtap7d2|RGD156485,317508
DDX31,0.40275928,0.0221322,,311835
ALDH3A2,0.41460213,0.0221322,Aldh4|FALDH,65183
EHD3,0.45017213,0.02218002,Ehd2,192249
CCDC116,0.72348905,0.022228336,Sdf2l1,287936
SCHIP1,0.44048518,0.02227399,,295105
NEUROD2,-0.57589155,0.022393469,,54276
ZFYVE1,-0.39420262,0.022393469,,299188
ST18,0.9323301,0.022393469,,Nzf3|r-MyT3
SFI1,-0.3593983,0.02240066,RGD1560636,305467
IARS,0.5432607,0.02241786,Iarsl,306804
THNSL1,-0.41821316,0.02246256,,498805
KRT16,1.0515325,0.022464631,Ka16|Krt14|Krt14l,303530
SLC39A10,0.41648242,0.022551391,,363229
SSR1,0.23996204,0.022580769,,Ac2-238
TMEM95,0.99867725,0.02259108,,691982
MRPS12,-0.37447104,0.022634368,,292758
TMEM19,-0.45933667,0.022701034,,299800
RBM26,0.35263962,0.022743149,RGD1308297,306137
DPYD,-0.40603387,0.022779727,,81656
DPM2,-0.34453657,0.022779727,,29640
ICAM5,0.6350212,0.023105703,,313785
NR1H4,1.0299447,0.02314844,Fxr,60351
AMPD2,-0.35778847,0.02316695,Ampd,362015
SF3A1,0.30246204,0.023192532,,305479
RTF1,-0.37656203,0.023204755,Gtl7,366169
BNIP1,-0.47995958,0.02324584,Bnip1l1,140932
C2,0.65125006,0.023256697,,24231
EIF5A,0.3161303,0.02325939,,287444
PODXL2,-0.46132386,0.02325958,,RGD1305815
GPRC5D,1.0628122,0.023274288,RGD1563887,500349
EBPL,-0.81103384,0.023533585,,361054
RNFT2,-0.47578886,0.023533585,RGD1560195|Tmem118,304521
SDR39U1,-0.47096366,0.023644267,RGD1309307,361044
SYNJ2BP,0.44070727,0.02364881,Omp25,64531
HDGFRP3,0.23701152,0.0237519,,252941
POFUT2,0.2858751,0.02376734,,309686
AGPAT4,0.3172423,0.023829859,,170919
ARHGAP26,0.6762538,0.023879444,,307459
PTH2,1.0623065,0.0239008,RGD1559447|Tifp39|Tip39,499149
HNMT,-0.7935456,0.023969265,,81676
EXOC6B,0.51423776,0.024024148,RGD1560638,500233
ENHO,-0.77281755,0.024061421,RGD1565232,100912292
ZFP598,0.38935694,0.024068875,Ntrap|Znf598,287119
HEATR5B,-0.47741523,0.024102585,,362683
RAB26,-0.6244838,0.024215654,,171111
ZMAT3,0.60328597,0.024220372,PAG608|Wig1,64394
FBXW17,-0.52784884,0.024243416,RGD1566133,361219
TRIM45,-0.6569792,0.024276678,,295323
SMIM3,-0.43222162,0.02429222,Nid67,286910
PCDHA3,-0.4330155,0.024306206,,116780
HIPK2,0.72276527,0.024310857,,362342
DSG3,1.039333,0.024361389,,291752
DUSP8,-0.4727663,0.024405938,Hb5|M3/6,361679
NR1I3,-0.47867706,0.024651837,CAR,65035
MAP3K5,-0.5257784,0.024662388,Ask1|RGD1306565,365057
RNMTL1,0.5180982,0.0246857,RGD1309077|Rnmtl1,360569
NXNL2,0.8030359,0.0246857,Rdcvf2,689232
CLTC,0.4065264,0.02470702,,54241
DCTD,0.5415651,0.02474614,,290741
GMPPB,0.35616145,0.024762154,RGD1560458,363145
SHISA2,0.67983407,0.024807438,RGD1561256|Tmem46,498528
N4BP2L2,0.4002115,0.024890715,,288416
RGS7,0.4333365,0.024890715,,54296
PLPPR3,-0.36046594,0.025061086,Lppr3|Prg-2,314614
RGD1309870,-0.9370675,0.025096979,,289778
SMARCA2,-0.3563186,0.025176045,,361745
ATMIN,0.3480729,0.025186088,Asciz|RGD1305781,315037
CCBL2,-0.4399762,0.025223214,Kat3,541589
CIDEA,1.0524814,0.025334332,,291541
CRIP2,-0.36622167,0.025359625,CRP2,338401
HIRA,0.5345021,0.025456967,,363849
TWISTNB,0.56608593,0.025475383,,362728
ENTPD3,-0.6030954,0.025481807,NTPDase3,316077
PMP22,0.30523092,0.025500532,Gas-3,24660
TRPC7,-0.9399961,0.025614291,,282822
KATNBL1,0.4713918,0.025625682,,691543
USP24,0.584131,0.025641214,,313427
RAVER1,0.44098482,0.025709024,Raver1h,298705
FNDC5,-0.41621748,0.025931872,,260327
PMAIP1,0.9662358,0.025931872,Noxa,492821
NR2F1,-0.6552084,0.02600139,COUP-TFI,81808
PDIA5,0.75548553,0.02600139,,360722
HPDL,0.6105229,0.026015805,Gloxd1|RGD1310014,313521
INHBB,0.5896933,0.02605992,,25196
CAPN1,-0.8966967,0.026103247,,29153
EHF,1.021225,0.026108855,,295965
ARFIP1,0.44239298,0.026112726,,60382
MCL1,0.3782775,0.026118701,,60430
SIKE1,0.24370816,0.026174108,RGD1311316|Sike,362007
SRPK2,0.29034224,0.026197786,,296753
ZBTB9,0.33083826,0.026280228,3930402F13Rik,294289
ZFP213,-0.49818873,0.026280472,Znf213,287094
NTM,-0.28882337,0.026316976,Hnt|RNU16845,50864
AIFM1,-0.3125007,0.026340885,Aif|Pdcd8,83533
CASP8AP2,0.4594791,0.026352275,,313128
LDHA,0.43479967,0.026459916,Ldh1,24533
VPS25,-0.42980328,0.026719892,,681059
SLC25A20,-0.3190037,0.026738843,,117035
LOC100910945,-0.46788025,0.026746746,,100910945
SNCA,-0.6050173,0.026817571,,29219
PLEKHA1,0.25035676,0.026821863,RGD1564153,361659
AKT2,0.5054009,0.026897125,,25233
KLF4,0.90540993,0.02692236,GKLF,114505
DEPDC5,-0.40845168,0.026927,,305464
NGB,-0.6928232,0.026994903,,85382
IVD,-0.39578953,0.027016677,,24513
PSMG1,-0.47655776,0.027284902,Dscr2,288236
GORASP2,0.2791223,0.027284902,GRASP55|Grs2,113961
ATP10A,0.7995832,0.02731377,,365266
TBL3,0.31145382,0.027333464,,287120
QDPR,-0.28917953,0.02734116,,64192
SPSB4,-0.6106562,0.027451115,RGD1562307,300950
TYR,-0.9649715,0.02745966,C,308800
RNASEH2A,-0.5348562,0.02767752,,364974
SDPR,-0.81919664,0.027761383,,316384
CACNG8,0.47115186,0.027788473,,140729
IFNG,0.96064746,0.027807288,IFNG2,25712
RBL1,0.63687265,0.027824886,,680111
RANBP6,0.26083702,0.027894719,,309326
GPM6A,-0.5804157,0.028009865,M6a,306439
TIMELESS,0.5192112,0.02803853,,Tim
SLITRK3,-0.5794967,0.028080568,,310519
CEP120,-0.25485238,0.028080568,Ccdc100|RGD1565619,307302
MIPEP,-0.30178705,0.02809246,,81684
CDC42SE1,0.23582925,0.028155314,,499672
SLC41A3,-0.53476036,0.028180331,,641603
TMEM8A,-0.41689226,0.02822031,M83|Tmem8,303004
ACTN2,-0.4354072,0.028269438,,291245
VPS53,-0.28410313,0.028292362,RGD1311391,287535
COMMD1,-0.6125608,0.028329818,,289831
CDH22,0.44884676,0.028351601,,29182
HIST3H2A,-0.5952332,0.028359205,H2a,64646
EFNA1,-0.98023325,0.028365927,B61,94268
RNF111,0.2780099,0.028372575,,300813
WDHD1,0.58513665,0.028372575,,305827
LASP1,-0.43409932,0.028413778,,29278
CDK2AP1,0.51430607,0.028428685,,360804
SDC2,0.40368718,0.02844198,HSPG,25615
DGUOK,-0.7135703,0.028450714,,297389
TNFRSF11A,-0.5661064,0.0285034,RANK|RGD1563614,498206
SPATA2L,0.43527207,0.028505994,RGD1560840,498963
TANGO2,-0.4104154,0.028557584,RGD1310348,360738
LYAR,0.6589188,0.028607719,,289707
TAF5L,0.6951462,0.028670723,,307927
FIBP,-0.52428794,0.028681373,,282837
N4BP2L1,-0.5847066,0.028689358,,498131
PCBP2,0.33674398,0.028723367,,363005
RGD1309104,0.38246995,0.028741185,,289084
EIF2AK4,-0.41502848,0.028792525,,114859
DPYSL2,-0.5521578,0.02881728,Crmp2|TOAD-64,25416
NAAA,-0.9980757,0.02890205,Asahl,497009
CHMP6,-0.37391767,0.028960612,RGD1565325,287873
ACKR2,-0.9902222,0.02896535,Ccbp2|D6,140473
TMBIM6,0.24474776,0.02903055,Ab1-011|Ac1-149|Cc1-27|Te,24822
SAPCD1,-0.5870442,0.029040692,Ng23,406170
GPAT4,0.29193175,0.029048502,Agpat6|RGD1310520,290843
GPR26,0.79486054,0.02906515,,192153
DMC1,-0.954366,0.029074695,Dmc1h,362960
ACAA1,-0.3464555,0.029277159,Acaa|Acaa1a|Pktaa,24157
MKRN1,-0.32218188,0.029280579,,296988
GDAP2,0.2811545,0.02932361,,362004
GPANK1,-0.55446744,0.029328948,Bat4,415064
BLOC1S5,-0.52388054,0.029396914,Muted,306868
MAPRE1,0.30936545,0.029399548,Eb1,114764
ZIC2,0.5563749,0.029415943,,361096
SLC2A13,-0.44457495,0.029434267,Hmit,171147
TIMP3,0.66125244,0.029497175,,25358
SLC2A1,0.4447203,0.029523157,GLUTB|GTG1|Glut1|Gtg3|RA,24778
GFRA2,0.7065282,0.029685542,Retl2,25136
RARS,0.41149497,0.029705409,,287191
FAF1,0.34779784,0.029716888,,140657
TPM2,0.8883627,0.029716888,,500450
SPCS3,0.35186204,0.029738758,,680782
NUDT14,-0.6949743,0.029768933,,299346
TRAPPC2B,-0.56372106,0.02983081,,100910318
SESN2,0.63824654,0.029846989,RGD1566319,502988
EXOC3L1,-0.6660272,0.029977003,Exoc3l|RGD1311132,291961
MYPOP,-0.6344545,0.03004929,P42pop|RGD1565160,499090
SYT13,-0.48842904,0.030050488,,80977
LOC689986,-0.37586313,0.030110314,,689986
IFT122,-0.36788243,0.030110314,Wdr10,312651
SWSAP1,-0.48390603,0.03014336,,RGD1308026
LRRC34,-0.8412541,0.030171528,RGD1565052,499589
ZHX2,0.55784607,0.030193167,,314988
FBXL14,0.4120996,0.030285114,,312675
SLC4A5,-0.92623943,0.030432098,NBC4,297386
SRCIN1,-0.5569027,0.030438466,P140|Snip,56029
IRX6,1.0180786,0.030557713,RGD1564830,307715
TRERF1,-0.6184687,0.03057336,,316219
WNT16,-1.0102184,0.030616408,,500047
ZFP697,0.8302689,0.030626684,RGD1308711|Znf697,295310
CACNB4,0.641858,0.030679084,,58942
THSD7A,-0.6736665,0.030782651,RGD1566201,500032
PCDHGA2,-0.493664,0.030789359,,498846
LARS2,-0.39411244,0.030789359,,363172
CUL2,0.24325298,0.030789359,,361258
CLINT1,0.54087186,0.030789359,Clint|Enth|Epn4,360515
NIT1,-0.2994909,0.030802669,,289222
AARS,0.37740648,0.030811546,,292023
LHFPL5,-0.72176534,0.030828876,Tmhs,294303
BCL2L11,-0.5232826,0.030841896,Bim|BimL,64547
HDX,0.7631826,0.030876638,RGD1563666,317617
APCS,0.9416904,0.030882161,Sap,29339
SLC4A10,-0.45854294,0.03095376,NCBE,295645
CCDC65,-0.37604862,0.03095376,,362994
RHOT1,0.26838666,0.031272113,,303351
STAT2,-0.37317953,0.031295735,,288774
SCN1A,-0.72736907,0.031329434,,81574
STEAP2,0.40834293,0.03136245,,312052
RAMP2,-0.6928447,0.031428874,,58966
CPT1C,-0.35671914,0.031512763,CPT,308579
FBXL20,-0.6405506,0.031550296,Fbl2|Fbxl2,64039
NRG1,0.55282503,0.0316391,,112400
S100PBP,-0.5235443,0.031642627,RGD1564943,500551
NAA40,0.51848483,0.031666256,Nat11|RGD1565838,361718
IL25,-1.0208933,0.031695936,RGD1561632,501996
DCPS,-0.34323475,0.031695936,Hint-5,266605
CORO2A,-0.488291,0.031715386,,313235
RNF5,-0.45976725,0.031731933,,407784
HK2,0.47732583,0.03179401,,25059
GEMIN8,-0.41399086,0.0318039,Fam51a1,363462
POU1F1,1.0202218,0.0318039,GHF1|GHF1A|PIT1Z|Pit1,25517
DCAF7,-0.3669658,0.031858068,RGD1305140|Wdr68,303602
ATP6V1B2,0.42750973,0.031886395,Atp6b1b2|Atp6b2|Vatb,117596
SMAP2,0.3646476,0.03202195,RGD1308418|Smap1l,298500
ATP11A,0.49652663,0.03202961,Ua20,306600
DDB2,-0.5134682,0.03221289,,100362121
RGD1308601,0.568617,0.0323027,,307249
TRIP12,0.48558667,0.03232823,Gtl6|TRIP-12,316575
RAD21,-0.26925308,0.032404546,,314949
RGS5,0.9978223,0.03242148,,54294
POGLUT1,0.39570394,0.032437116,Ktelc1|RGD1306248,288091
PATL1,0.5256846,0.032437116,Pat1b|RGD1305514,361736
SLC1A4,0.54220474,0.032437116,ASCT1,305540
XRCC4,-0.39937168,0.032484468,,309995
LRRC41,0.385255,0.032493487,RGD1311221,362566
LOC680039,0.46632928,0.032493487,,680039
TLK2,0.31502602,0.032496337,,303592
