"","OR_cno","Pval_cno","NumSig_cno","adjPval_cno","OR_saline","Pval_saline","NumSig_saline","adjPval_saline","setSize","ID"
"Water-Electrolyte Imbalance",5.81373859565196,0.0615860539249305,2,0.0900168760793162,6.75698551670814,0.151004718768062,1,0.533679070176013,11,"MESH:D014883"
"Nephrosis, Lipoid",2.82384499206614,0.0650695760172958,4,0.0949784372236042,3.48460254488847,0.120814799932853,2,0.502504885121315,49,"MESH:D009402"
"Blood Platelet Disorders",3.49168028016314,0.0673586021923446,3,0.0979177500534492,0,1,0,NA,24,"MESH:D001791"
"Spasms, Infantile",3.49168028016314,0.0673586021923446,3,0.0979177500534492,2.76220428617864,0.313871563818339,1,0.695774503282746,30,"MESH:D013036"
"Stress Disorders, Post-Traumatic",3.49168028016314,0.0673586021923446,3,0.0979177500534492,5.81271238220671,0.0530768226051492,2,0.365787769120487,34,"MESH:D013313"
"Adrenal Gland Neoplasms",5.16767038064913,0.0732633683454553,2,0.105780803822193,0,1,0,NA,13,"MESH:D000310"
"Apraxias",5.16767038064913,0.0732633683454553,2,0.105780803822193,6.08108602905842,0.164795196681444,1,0.540961688292415,11,"MESH:D001072"
"Cyanosis",5.16767038064913,0.0732633683454553,2,0.105780803822193,0,1,0,NA,16,"MESH:D003490"
"Nocturnal Enuresis",5.16767038064913,0.0732633683454553,2,0.105780803822193,0,1,0,NA,18,"MESH:D053206"
"Spermatocele",5.16767038064913,0.0732633683454553,2,0.105780803822193,0,1,0,NA,13,"MESH:D013088"
"Lupus Nephritis",3.32518085457048,0.0747118791867711,3,0.107726452827412,2.64200205733192,0.32502692515721,1,0.703657767290609,34,"MESH:D008181"
"Acrocephalosyndactylia",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D000168"
"Anorexia Nervosa",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,3,"MESH:D000856"
"Antley-Bixler Syndrome Phenotype",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D054882"
"ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"OMIM:207410"
"Bulimia",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,3,"MESH:D002032"
"Cholestasis, progressive familial intrahepatic 1",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,3,"MESH:C535933"
"Coronary Aneurysm",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,4,"MESH:D003323"
"Coumarin Resistance",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,4,"MESH:C563039"
"Diabetes Mellitus, Transient Neonatal, 1",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,4,"MESH:C563322"
"DiGeorge Syndrome",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,5,"MESH:D004062"
"Dissociative Disorders",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D004213"
"Dyskeratosis Congenita, Autosomal Dominant",23.2153968607114,0.0809546576137063,1,0.111312654218846,60.7221027041557,0.0322010281529045,1,0.286346777230667,3,"MESH:C565079"
"Embolism, Cholesterol",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D017700"
"Encephalitis",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,4,"MESH:D004660"
"Esophagitis, Peptic",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,5,"MESH:D004942"
"Fibrous Dysplasia of Bone",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D005357"
"Graves Ophthalmopathy",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D049970"
"Hematemesis",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D006396"
"HIV-Associated Lipodystrophy Syndrome",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D039682"
"Hypospadias 1, X-Linked",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:C567482"
"Jackson-Weiss syndrome",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:C537559"
"Mandibuloacral dysplasia with type A lipodystrophy",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:C535705"
"Mental Retardation, X-Linked 63",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:C564522"
"Muscular Dystrophies, Limb-Girdle",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,3,"MESH:D049288"
"Nail Diseases",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D009260"
"Neutropenia, Severe Congenital, Autosomal Recessive 3",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:C537592"
"Nociceptive Pain",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,3,"MESH:D059226"
"Oto-Palato-digital syndrome type 1",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:C536065"
"Pfeiffer type acrocephalosyndactyly",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:C538582"
"Shellfish Poisoning",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D057096"
"Sialic Acid Storage Disease",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D029461"
"Skin Diseases, Vascular",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,3,"MESH:D017445"
"Solitary Fibrous Tumors",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D054364"
"Tight skin contracture syndrome, lethal",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:C536920"
"Varicocele",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D014646"
"Werner Syndrome",23.2153968607114,0.0809546576137063,1,0.111312654218846,0,1,0,NA,2,"MESH:D014898"
"Aberrant Crypt Foci",3.17382825282764,0.0824032505405337,3,0.112868123654364,0,1,0,NA,32,"MESH:D058739"
"Central Nervous System Neoplasms",3.17382825282764,0.0824032505405337,3,0.112868123654364,2.53180570176665,0.336001704040472,1,0.712696056598455,30,"MESH:D016543"
"Ocular Hypertension",3.17382825282764,0.0824032505405337,3,0.112868123654364,0,1,0,NA,33,"MESH:D009798"
"Cholangitis, Sclerosing",4.65037164593699,0.0855789490286457,2,0.116470329864241,0,1,0,NA,19,"MESH:D015209"
"Corneal Diseases",4.65037164593699,0.0855789490286457,2,0.116470329864241,12.2082344103634,0.0155532907213512,2,0.244065394741195,16,"MESH:D003316"
"Hepatoblastoma",4.65037164593699,0.0855789490286457,2,0.116470329864241,0,1,0,NA,13,"MESH:D018197"
"Hyperlipoproteinemia Type II",4.65037164593699,0.0855789490286457,2,0.116470329864241,0,1,0,NA,22,"MESH:D006938"
"Mitochondrial Myopathies",4.65037164593699,0.0855789490286457,2,0.116470329864241,12.2082344103634,0.0155532907213512,2,0.244065394741195,15,"MESH:D017240"
"Purpura, Thrombotic Thrombocytopenic",2.51779124794111,0.0879300177102446,4,0.119517616429084,1.51738658113953,0.489277208403368,1,0.814493379901805,48,"MESH:D011697"
"Urinary Bladder, Overactive",3.03563723987094,0.0904190881487713,3,0.122744487346996,0,1,0,NA,33,"MESH:D053201"
"Ventricular Remodeling",1.84900510403834,0.0916993181802039,8,0.124324234432373,0.559260016589454,1,1,1,132,"MESH:D020257"
"Shock, Septic",2.45141251175295,0.0941774160184058,4,0.127521957984313,0,1,0,NA,63,"MESH:D012772"
"Diabetic Angiopathies",2.0167256261564,0.0956036455144532,7,0.129276154698027,0.69531542218301,1,1,1,114,"MESH:D003925"
"Glomerulonephritis, IGA",1.4440739160385,0.0957152410603951,23,0.129276154698027,0.76795978127011,0.689613446591329,5,0.940441411142832,437,"MESH:D005922"
"Attention Deficit and Disruptive Behavior Disorders",4.22770325764652,0.0984602982082439,2,0.132480628232278,0,1,0,NA,13,"MESH:D019958"
"Red-Cell Aplasia, Pure",4.22770325764652,0.0984602982082439,2,0.132480628232278,5.06696469340515,0.191710648124913,1,0.582884948526848,21,"MESH:D012010"
"Thyrotoxicosis",4.22770325764652,0.0984602982082439,2,0.132480628232278,0,1,0,NA,16,"MESH:D013971"
"Deafness",2.1182033811618,0.10142456535251,5,0.136297243364141,0,1,0,NA,77,"MESH:D003638"
"Placenta Diseases",1.84436432542689,0.10312392211739,9,0.138406572200321,1.00179972874993,1,2,1,139,"MESH:D010922"
"Abortion, Spontaneous",1.94428575287068,0.103488824814448,7,0.138721829242482,1.36515627662154,0.660763290786007,2,0.918556408205986,129,"MESH:D000022"
"Pericarditis",1.92128189984425,0.106392335642378,7,0.14243490857016,2.05680269715117,0.18799115254386,3,0.582884948526848,112,"MESH:D010493"
"Neointima",2.32840400256542,0.107277716277852,4,0.143379937746247,0,1,0,NA,50,"MESH:D058426"
"Waldenstrom Macroglobulinemia",2.79242036057094,0.107366982436037,3,0.143379937746247,2.25001686666121,0.367871418514754,1,0.719436795228979,33,"MESH:D008258"
"Duodenal Ulcer",3.87546146718788,0.111839802436513,2,0.148424215422587,0,1,0,NA,28,"MESH:D004381"
"Hypoalphalipoproteinemias",3.87546146718788,0.111839802436513,2,0.148424215422587,0,1,0,NA,22,"MESH:D052456"
"Lewy Body Disease",3.87546146718788,0.111839802436513,2,0.148424215422587,0,1,0,NA,18,"MESH:D020961"
"Thromboangiitis Obliterans",3.87546146718788,0.111839802436513,2,0.148424215422587,0,1,0,NA,14,"MESH:D013919"
"Zellweger Syndrome",3.87546146718788,0.111839802436513,2,0.148424215422587,0,1,0,NA,14,"MESH:D015211"
"Adrenocortical Carcinoma",2.27164279504292,0.114119750440156,4,0.151261830707636,4.37256995504348,0.03634838139388,3,0.305694939658246,52,"MESH:D018268"
"Arnold-Chiari Malformation",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,4,"MESH:D001139"
"Asbestosis",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,7,"MESH:D001195"
"Bacteremia",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,3,"MESH:D016470"
"Beckwith-Wiedemann Syndrome",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,5,"MESH:D001506"
"Brain Stem Neoplasms",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,4,"MESH:D020295"
"Chondrosarcoma, Extraskeletal Myxoid",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,3,"MESH:C563195"
"Fragile X Syndrome",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,3,"MESH:D005600"
"Gaucher Disease",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,4,"MESH:D005776"
"Glycosylphosphatidylinositol deficiency",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,5,"MESH:C537277"
"Hamartoma Syndrome, Multiple",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,3,"MESH:D006223"
"Hyperphagia",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,4,"MESH:D006963"
"Hypertension, Pregnancy-Induced",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,5,"MESH:D046110"
"Lacrimoauriculodentodigital syndrome",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,3,"MESH:C538132"
"Laryngismus",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,3,"MESH:D007826"
"Mandibulofacial Dysostosis",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,3,"MESH:D008342"
"Mucocutaneous Lymph Node Syndrome",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,4,"MESH:D009080"
"Obesity, Morbid",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,4,"MESH:D009767"
"Opitz-Kaveggia syndrome",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,5,"MESH:C537923"
"Puerperal Disorders",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,4,"MESH:D011644"
"Respiratory Paralysis",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,3,"MESH:D012133"
"Rett Syndrome",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,3,"MESH:D015518"
"Schistosomiasis",11.6096964901703,0.118944231231619,1,0.153462508735354,0,1,0,NA,3,"MESH:D012552"
"Myasthenia Gravis",2.58542516156829,0.125437396296043,3,0.161534099065304,2.09459182626547,0.388267111208322,1,0.745004410601582,46,"MESH:D009157"
"Nonseminomatous germ cell tumor",3.57684955997875,0.125654453818372,2,0.161534099065304,0,1,0,NA,16,"MESH:C537844"
"Opioid-Related Disorders",3.57684955997875,0.125654453818372,2,0.161534099065304,9.39317241894487,0.0239673799372308,2,0.286346777230667,23,"MESH:D009293"
"Capillary Leak Syndrome",2.02752630530051,0.131246472623438,6,0.16851983909652,0.818235801846453,1,1,1,85,"MESH:D019559"
"Psoriasis",1.94263579146029,0.140013073746416,6,0.179560035682003,1.60014667302149,0.36213523229233,2,0.719436795228979,120,"MESH:D011565"
"Disease Progression",1.68042767743678,0.140623244401573,10,0.180126052552795,1.24863028244566,0.522745383553323,3,0.832221372037485,160,"MESH:D018450"
"Scoliosis",2.40659731399088,0.144508193151512,3,0.184880386202234,0,1,0,NA,37,"MESH:D012600"
"Amenorrhea",3.09954562505476,0.154358623359847,2,0.191869911056442,3.79973350554506,0.242978095776219,1,0.635895206351055,30,"MESH:D000568"
"Dystonic Disorders",3.09954562505476,0.154358623359847,2,0.191869911056442,0,1,0,NA,20,"MESH:D020821"
"Facial Paralysis",3.09954562505476,0.154358623359847,2,0.191869911056442,8.1404612515424,0.0303927713402117,2,0.286346777230667,25,"MESH:D005158"
"Neuroectodermal Tumors",3.09954562505476,0.154358623359847,2,0.191869911056442,3.79973350554506,0.242978095776219,1,0.635895206351055,19,"MESH:D017599"
"Penile Diseases",3.09954562505476,0.154358623359847,2,0.191869911056442,3.79973350554506,0.242978095776219,1,0.635895206351055,19,"MESH:D010409"
"Priapism",3.09954562505476,0.154358623359847,2,0.191869911056442,0,1,0,NA,21,"MESH:D011317"
"Tumor Lysis Syndrome",2.32608656167116,0.154380135235303,3,0.191869911056442,3.93530191175175,0.099813372473661,2,0.458586994642876,36,"MESH:D015275"
"Carcinoma, Ductal",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,5,"MESH:D044584"
"Carcinoma, Intraductal, Noninfiltrating",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,5,"MESH:D002285"
"Cranial Nerve Diseases",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,4,"MESH:D003389"
"Dyskeratosis Congenita",7.74227011527266,0.15536607605695,1,0.191869911056442,20.2538857229488,0.0633695712015214,1,0.382530185282177,5,"MESH:D019871"
"Foot Deformities, Congenital",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,4,"MESH:D005532"
"Gas Poisoning",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,6,"MESH:D005739"
"Glaucoma, Open-Angle",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,5,"MESH:D005902"
"Hemoptysis",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,5,"MESH:D006469"
"Hereditary Sensory and Motor Neuropathy",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,5,"MESH:D015417"
"Hypovolemia",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,4,"MESH:D020896"
"LEOPARD Syndrome",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,4,"MESH:D044542"
"Lipodystrophy, Familial Partial",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,5,"MESH:D052496"
"Metrorrhagia",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,8,"MESH:D008796"
"Pregnancy Complications, Cardiovascular",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,6,"MESH:D011249"
"Progeria",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,4,"MESH:D011371"
"Pulmonary Emphysema",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,7,"MESH:D011656"
"Rhinitis, Allergic, Perennial",7.74227011527266,0.15536607605695,1,0.191869911056442,20.2538857229488,0.0633695712015214,1,0.382530185282177,7,"MESH:D012221"
"Somnambulism",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,7,"MESH:D013009"
"Spastic Paraplegia, Hereditary",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,4,"MESH:D015419"
"Spinal Cord Compression",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,4,"MESH:D013117"
"Thrombocytosis",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,4,"MESH:D013922"
"Trismus",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,4,"MESH:D014313"
"Uveal melanoma",7.74227011527266,0.15536607605695,1,0.191869911056442,0,1,0,NA,7,"MESH:C536494"
"Intellectual Disability",1.66595373328381,0.162220757823965,8,0.200019703324395,0.507156478315731,1,1,1,127,"MESH:D008607"
"Urethral Stricture",1.79239573237793,0.162340265303586,6,0.200019703324395,0,0.648777330181399,0,NA,93,"MESH:D014525"
"Photophobia",2.25106609376102,0.164455878764754,3,0.202392644339091,1.84027154663952,0.427113668133596,1,0.790208061625244,36,"MESH:D020795"
"Autistic Disorder",1.48169960208961,0.168490533675257,13,0.206730144098328,1.13522957644777,0.782791165651742,4,0.992093036985578,273,"MESH:D001321"
"Blepharoptosis",2.90564814811665,0.169142845171359,2,0.206730144098328,3.57565801124299,0.255280785657283,1,0.637659384913538,23,"MESH:D001763"
"Epstein-Barr Virus Infections",2.90564814811665,0.169142845171359,2,0.206730144098328,0,1,0,NA,20,"MESH:D020031"
"Heroin Dependence",2.90564814811665,0.169142845171359,2,0.206730144098328,3.57565801124299,0.255280785657283,1,0.637659384913538,23,"MESH:D006556"
"Leukemia-Lymphoma, Adult T-Cell",2.90564814811665,0.169142845171359,2,0.206730144098328,0,1,0,NA,28,"MESH:D015459"
"Thrombophlebitis",2.90564814811665,0.169142845171359,2,0.206730144098328,0,1,0,NA,28,"MESH:D013924"
"Epilepsy, Absence",2.18043954828649,0.174720122692827,3,0.213302483882433,1.78592767351247,0.436435236288826,1,0.791259039694317,40,"MESH:D004832"
"Nasopharyngeal Neoplasms",2.73456223366215,0.184151159968023,2,0.223791899414443,3.37700749600228,0.267384405737178,1,0.640947546506221,20,"MESH:D009303"
"Restless Legs Syndrome",2.73456223366215,0.184151159968023,2,0.223791899414443,3.37700749600228,0.267384405737178,1,0.640947546506221,33,"MESH:D012148"
"Schizophrenia, Paranoid",2.73456223366215,0.184151159968023,2,0.223791899414443,7.18062566297515,0.0374156242193035,2,0.30942721229364,25,"MESH:D012563"
"Signs and Symptoms, Digestive",2.73456223366215,0.184151159968023,2,0.223791899414443,3.37700749600228,0.267384405737178,1,0.640947546506221,21,"MESH:D012817"
"Adrenoleukodystrophy",5.80540238124601,0.190284780587345,1,0.227871897740401,0,1,0,NA,6,"MESH:D000326"
"Agoraphobia",5.80540238124601,0.190284780587345,1,0.227871897740401,0,1,0,NA,7,"MESH:D000379"
"Bulimia Nervosa",5.80540238124601,0.190284780587345,1,0.227871897740401,0,1,0,NA,8,"MESH:D052018"
"Burns, Chemical",5.80540238124601,0.190284780587345,1,0.227871897740401,15.2059832552264,0.0785770032405336,1,0.408699255848561,6,"MESH:D002057"
"Cardiomyopathy, Hypertrophic, Familial",5.80540238124601,0.190284780587345,1,0.227871897740401,0,1,0,NA,7,"MESH:D024741"
"Congenital central hypoventilation syndrome",5.80540238124601,0.190284780587345,1,0.227871897740401,15.2059832552264,0.0785770032405336,1,0.408699255848561,6,"MESH:C536209"
"Helicobacter Infections",5.80540238124601,0.190284780587345,1,0.227871897740401,0,1,0,NA,6,"MESH:D016481"
"Hepatitis B",5.80540238124601,0.190284780587345,1,0.227871897740401,0,1,0,NA,12,"MESH:D006509"
"HYPERCHOLESTEROLEMIA, FAMILIAL",5.80540238124601,0.190284780587345,1,0.227871897740401,0,1,0,NA,7,"OMIM:143890"
"Pyelonephritis",5.80540238124601,0.190284780587345,1,0.227871897740401,0,1,0,NA,8,"MESH:D011704"
"Retinal Hemorrhage",5.80540238124601,0.190284780587345,1,0.227871897740401,0,1,0,NA,6,"MESH:D012166"
"Sleep Bruxism",5.80540238124601,0.190284780587345,1,0.227871897740401,0,1,0,NA,9,"MESH:D020186"
"Wolff-Parkinson-White Syndrome",5.80540238124601,0.190284780587345,1,0.227871897740401,0,1,0,NA,6,"MESH:D014927"
"Alcoholism",2.05197523306482,0.195753735702936,3,0.233373448039142,1.68648824857071,0.454627760258511,1,0.791259039694317,54,"MESH:D000437"
"Angina, Unstable",2.05197523306482,0.195753735702936,3,0.233373448039142,1.68648824857071,0.454627760258511,1,0.791259039694317,40,"MESH:D000789"
"Hypogonadism",2.05197523306482,0.195753735702936,3,0.233373448039142,1.68648824857071,0.454627760258511,1,0.791259039694317,48,"MESH:D007006"
"Lymphoma, Large B-Cell, Diffuse",2.05197523306482,0.195753735702936,3,0.233373448039142,1.68648824857071,0.454627760258511,1,0.791259039694317,41,"MESH:D016403"
"Diabetic Retinopathy",1.87815053975197,0.201756230559604,5,0.240261046882921,0,0.629901633808786,0,NA,85,"MESH:D003930"
"Colitis, Ulcerative",1.84824084245262,0.205787806313369,5,0.24451624647702,0.904179971876419,1,1,1,103,"MESH:D003093"
"Ovarian epithelial cancer",1.84824084245262,0.205787806313369,5,0.24451624647702,1.84399924269984,0.302727845380192,2,0.685906652409365,83,"MESH:C538090"
"Nephrocalcinosis",1.99320943795049,0.206493458351195,3,0.245081779822831,1.64078733201421,0.463503548788865,1,0.791978171174362,52,"MESH:D009397"
"Airway Obstruction",2.44637485665862,0.214668587839025,2,0.253656016859624,0,1,0,NA,25,"MESH:D000402"
"Astrocytoma",2.44637485665862,0.214668587839025,2,0.253656016859624,0,1,0,NA,24,"MESH:D001254"
"Mitral Valve Insufficiency",2.44637485665862,0.214668587839025,2,0.253656016859624,0,1,0,NA,24,"MESH:D008944"
"Stomatitis, Aphthous",2.44637485665862,0.214668587839025,2,0.253656016859624,3.03889591608645,0.291007213550083,1,0.662983376324845,31,"MESH:D013281"
"Endometrial Hyperplasia",1.93772055800101,0.217362461855725,3,0.256555029646082,0,1,0,NA,45,"MESH:D004714"
"Asphyxia Neonatorum",4.64412027057315,0.223762276783377,1,0.262079417483934,0,1,0,NA,6,"MESH:D001238"
"Coloboma",4.64412027057315,0.223762276783377,1,0.262079417483934,12.1590276084369,0.0935385926728825,1,0.444315564711129,7,"MESH:D003103"
"Facies",4.64412027057315,0.223762276783377,1,0.262079417483934,0,1,0,NA,8,"MESH:D019066"
"Gastroesophageal Reflux",4.64412027057315,0.223762276783377,1,0.262079417483934,0,1,0,NA,10,"MESH:D005764"
"Phencyclidine Abuse",4.64412027057315,0.223762276783377,1,0.262079417483934,0,1,0,NA,7,"MESH:D010623"
"Rhinitis, Allergic, Seasonal",4.64412027057315,0.223762276783377,1,0.262079417483934,12.1590276084369,0.0935385926728825,1,0.444315564711129,15,"MESH:D006255"
"Tuberculosis",4.64412027057315,0.223762276783377,1,0.262079417483934,0,1,0,NA,8,"MESH:D014376"
"Anemia, Sideroblastic",1.88525264738895,0.228346621584767,3,0.266862919201475,0,1,0,NA,48,"MESH:D000756"
"Retinal Degeneration",1.88525264738895,0.228346621584767,3,0.266862919201475,0,1,0,NA,45,"MESH:D012162"
"Polycystic Ovary Syndrome",1.55298199237724,0.232087951555868,7,0.270938560514345,2.87300359036186,0.0357654193707203,5,0.305052353560162,151,"MESH:D011085"
"Affective Disorders, Psychotic",2.2131230273853,0.245598972671845,2,0.286085266201811,0,1,0,NA,31,"MESH:D000341"
"Cerebral Palsy",2.2131230273853,0.245598972671845,2,0.286085266201811,0,1,0,NA,30,"MESH:D002547"
"Spina Bifida Cystica",1.78826160537874,0.250605583475966,3,0.291598863215764,0,1,0,NA,52,"MESH:D016137"
"Asthma, Aspirin-Induced",3.87048874713593,0.255857949150442,1,0.29354885133712,0,1,0,NA,13,"MESH:D055963"
"Galactorrhea",3.87048874713593,0.255857949150442,1,0.29354885133712,10.1364141484106,0.108258296475974,1,0.481464607375095,10,"MESH:D005687"
"Hand Deformities, Congenital",3.87048874713593,0.255857949150442,1,0.29354885133712,0,1,0,NA,8,"MESH:D006228"
"Iron Metabolism Disorders",3.87048874713593,0.255857949150442,1,0.29354885133712,0,1,0,NA,7,"MESH:D019189"
"Keratitis",3.87048874713593,0.255857949150442,1,0.29354885133712,0,1,0,NA,8,"MESH:D007634"
"Kidney Diseases, Cystic",3.87048874713593,0.255857949150442,1,0.29354885133712,0,1,0,NA,8,"MESH:D052177"
"Lameness, Animal",3.87048874713593,0.255857949150442,1,0.29354885133712,0,1,0,NA,7,"MESH:D007794"
"Lymphoma, T-Cell, Cutaneous",3.87048874713593,0.255857949150442,1,0.29354885133712,0,1,0,NA,7,"MESH:D016410"
"Muscular Dystrophy, Facioscapulohumeral",3.87048874713593,0.255857949150442,1,0.29354885133712,0,1,0,NA,9,"MESH:D020391"
"REM Sleep Behavior Disorder",3.87048874713593,0.255857949150442,1,0.29354885133712,0,1,0,NA,11,"MESH:D020187"
"Thrombocythemia, Essential",3.87048874713593,0.255857949150442,1,0.29354885133712,0,1,0,NA,8,"MESH:D013920"
"Thyroid cancer, papillary",3.87048874713593,0.255857949150442,1,0.29354885133712,0,1,0,NA,7,"MESH:C536915"
"Ureteral Obstruction",3.87048874713593,0.255857949150442,1,0.29354885133712,0,1,0,NA,9,"MESH:D014517"
"Amnesia, Retrograde",2.11248150884956,0.261134162988667,2,0.298319220459216,2.64200205733192,0.32502692515721,1,0.703657767290609,25,"MESH:D000648"
"Cartilage Diseases",2.11248150884956,0.261134162988667,2,0.298319220459216,2.64200205733192,0.32502692515721,1,0.703657767290609,31,"MESH:D002357"
"Epilepsies, Partial",2.11248150884956,0.261134162988667,2,0.298319220459216,2.64200205733192,0.32502692515721,1,0.703657767290609,34,"MESH:D004828"
"Inflammatory Bowel Diseases",2.11248150884956,0.261134162988667,2,0.298319220459216,0,1,0,NA,44,"MESH:D015212"
"Hypertension, Malignant",2.02039113959908,0.276675981462415,2,0.315398795107261,0,1,0,NA,32,"MESH:D006974"
"Meningitis",2.02039113959908,0.276675981462415,2,0.315398795107261,5.3071503782761,0.0616322319587605,2,0.382530185282177,41,"MESH:D008581"
"Bone Marrow Neoplasms",1.86157385085421,0.285242099282691,4,0.323975492462973,2.34265580266325,0.218455368219754,2,0.618707498348413,68,"MESH:D019046"
"Amnesia, Anterograde",3.31711999556844,0.286628739348685,1,0.323975492462973,0,1,0,NA,8,"MESH:D020324"
"Arrhythmia, Sinus",3.31711999556844,0.286628739348685,1,0.323975492462973,8.68792938470968,0.122740008215847,1,0.502504885121315,9,"MESH:D001146"
"Cluster Headache",3.31711999556844,0.286628739348685,1,0.323975492462973,0,1,0,NA,9,"MESH:D003027"
