"ONTOLOGY","ID","Description","pvalue_enr","pvalue_depl","p.adjust_enr","p.adjust_depl","GeneRatio_enr","GeneRatio_depl","geneID_enr","geneID_depl"
"CC","GO:0034702","ion channel complex",9.07859373602282e-09,2.81393232173448e-11,3.20993135666521e-07,1.41947252674162e-09,"33/606","39/659","Gria2/Gabra2/Lrrc7/Shank1/Gria3/Cntnap2/Cnih3/Shisa7/Pex5l/Grin2b/Gabra3/Cacna2d1/Cacna1g/Cacna1e/Clcn2/Trpc4/Pde4b/Grin3a/Calm1/Calm2/Cnih2/Hcn1/Dlg2/Cacnb1/Kcnf1/Dlgap3/Kcnq2/Scn2a/Kcnb1/Akap6/Vamp2/Shank2/Stx1a","Kcnc1/Trpc6/Kcna1/Cacng2/Htr3a/Kcnc2/Gabra4/Scn1a/Scnn1a/Kcnj2/Grin2d/Kcnmb2/Cacna1c/Eps8/Kcnc3/Olfm1/Gabrd/Kcnh2/Ano6/Grik1/Kcng4/Olfm3/Lrrc55/Kcng3/Grik4/Kcnk1/Kcnip1/Lrrtm4/Kcnq5/Olfm2/Glra2/Gria4/Kcna3/Cacna2d2/Kcnd3/Amigo1/Mcu/Grik2/Shisa6"
"BP","GO:0050890","cognition",1.15816129691935e-08,4.25665325139226e-05,4.04391319507674e-06,0.00162807569491304,"37/601","31/654","Grm5/Kit/Plk2/Prnp/Shank1/Cntnap2/Nptx2/Chl1/Meis2/Egr1/Shisa7/Grin2b/Ctnnd2/Rin1/Prkar1b/Sorcs3/Cacna1e/Tmod2/Hrh3/Tnr/Syt4/Jph4/Abi2/Ptn/Uba6/Syngap1/App/Map1a/Arc/Slc17a7/Ttbk1/Scn2a/Jakmip1/Thra/Htr2a/Npas4/Shank2","Slc6a1/Reln/Tafa2/Pde1b/Ntf3/Jun/Vip/Cux2/Igf1/Pde5a/Mme/Rcan2/Tac1/Mef2c/Aff2/Cacna1c/Egfr/Ngf/Ccnd2/Ndrg4/Paip2/Grpr/Prkca/Cnr1/Fam107a/Slc8a3/Glp1r/Comt/Apoe/Adcy1/Htr7"
"CC","GO:0034703","cation channel complex",1.37305800666588e-08,3.16106199295392e-12,4.5310914219974e-07,1.79390268100135e-10,"28/606","35/659","Gria2/Shank1/Gria3/Cntnap2/Cnih3/Shisa7/Pex5l/Grin2b/Cacna2d1/Cacna1g/Cacna1e/Trpc4/Pde4b/Grin3a/Calm1/Calm2/Cnih2/Hcn1/Dlg2/Cacnb1/Kcnf1/Dlgap3/Kcnq2/Scn2a/Kcnb1/Akap6/Vamp2/Stx1a","Kcnc1/Trpc6/Kcna1/Cacng2/Htr3a/Kcnc2/Scn1a/Scnn1a/Kcnj2/Grin2d/Kcnmb2/Cacna1c/Eps8/Kcnc3/Olfm1/Kcnh2/Grik1/Kcng4/Olfm3/Lrrc55/Kcng3/Grik4/Kcnk1/Kcnip1/Lrrtm4/Kcnq5/Olfm2/Gria4/Kcna3/Cacna2d2/Kcnd3/Amigo1/Mcu/Grik2/Shisa6"
"BP","GO:0044057","regulation of system process",1.45113073575736e-08,2.02745769672454e-07,4.67710598678719e-06,3.02161109146326e-05,"49/601","49/654","Rab8b/Homer1/Kit/Inhbb/Shank1/Nptx2/Slc8a1/Foxp1/Shisa7/Pex5l/Lrrk2/Syne1/Atp2b1/Pik3r1/Nos1/Zmynd8/Cacna2d1/Cacna1g/Cacna1e/Adra2a/Zfhx2/Ccn3/Htr2c/Unc13b/Tnr/Pde4b/Cx3cl1/Mtpn/Tnni3k/Gpd1l/Adra1a/App/Baiap2/Cnih2/Gls/Kcnn2/Per2/Bmpr2/Jarid2/Vamp8/Nr3c1/Akap6/Thra/Htr2a/Myh7/Nptxr/Shank2/Hdac4/Stx1a","Reln/Npnt/Igfbp5/Foxo1/Tmem108/Crhbp/Epb41/Kcna1/Camk2g/Ehd3/Gucy1a1/Chrm2/Vip/Cux2/Igf1/Pde5a/Kcnj2/Tac1/Mef2c/Grin2d/Grm1/Ptpro/Npy2r/Cald1/Cacna1c/Egfr/Kcnh2/Gas6/Prkca/Mgll/Oprm1/Fbxo32/Fgfr1/Dsp/Slc8a3/Neurod1/Ngfr/Glp1r/Pard3/Comt/Cacna2d2/Tshz3/Kcnd3/Jup/Igsf11/Chrm3/Abat/Shisa6/Calcrl"
"CC","GO:1902495","transmembrane transporter complex",2.34700596802694e-08,9.1657815570914e-11,7.26104971358334e-07,4.1612648269195e-09,"33/606","39/659","Gria2/Gabra2/Lrrc7/Shank1/Gria3/Cntnap2/Cnih3/Shisa7/Pex5l/Grin2b/Gabra3/Cacna2d1/Cacna1g/Cacna1e/Clcn2/Trpc4/Pde4b/Grin3a/Calm1/Calm2/Cnih2/Hcn1/Dlg2/Cacnb1/Kcnf1/Dlgap3/Kcnq2/Scn2a/Kcnb1/Akap6/Vamp2/Shank2/Stx1a","Kcnc1/Trpc6/Kcna1/Cacng2/Htr3a/Kcnc2/Gabra4/Scn1a/Scnn1a/Kcnj2/Grin2d/Kcnmb2/Cacna1c/Eps8/Kcnc3/Olfm1/Gabrd/Kcnh2/Ano6/Grik1/Kcng4/Olfm3/Lrrc55/Kcng3/Grik4/Kcnk1/Kcnip1/Lrrtm4/Kcnq5/Olfm2/Glra2/Gria4/Kcna3/Cacna2d2/Kcnd3/Amigo1/Mcu/Grik2/Shisa6"
"BP","GO:0022604","regulation of cell morphogenesis",2.78867187790003e-08,1.08817377859287e-05,8.34609654885794e-06,0.000701953294190802,"50/601","46/654","Kit/Myadm/Arhgap33/Map2/Itpka/Lrrk2/Syne1/Sipa1l1/Prag1/L1cam/Syt17/Ephb3/Plxna2/Met/Myh10/Fezf2/Plxna1/Tnr/Plxnc1/Zswim6/Actr2/Lrp1/Cdkl5/Syt4/Abi2/Ptn/Gas7/Rasal1/Sh3glb1/Myh9/Arhgap44/Syngap1/Bcl11a/Baiap2/Bmpr2/Lzts1/Arhgdia/Akap5/Zmym3/Cpne5/Arc/Smurf1/Nin/Fam171a1/Prex1/S100a10/Phip/Rnf157/Kdr/Diaph1","Sema5a/Reln/Trpc6/Syt2/Epb41/Dnm3/Dscam/Tiam1/Sema3c/Cux2/Cdc42ep4/Plxna4/Camk2b/Fstl4/Parva/Map1b/Eps8/Sema6d/Olfm1/Ngf/Nrp1/Sema6a/Kndc1/Wnt5a/Cux1/Slit1/Mgll/Bambi/Carmil1/Rufy3/Cspg5/Epha7/Shroom3/Bcar1/Zranb1/Rnd2/Cdh2/Tubb2b/Rdx/Apoe/Il1rapl1/Amigo1/Sema3d/Cxcl12/Cxcr4/Net1"
"BP","GO:0097061","dendritic spine organization",3.03191781320635e-08,0.0412214054825734,8.4691570915564e-06,0.218064766824581,"19/601","9/654","Homer1/Prnp/Shank1/Arhgap33/Itpka/Lrrk2/Sipa1l1/Grin2b/Ctnnd2/Zmynd8/Ephb3/Actr2/Zfp365/Abi2/Arhgap44/Baiap2/Arc/Arf1/Shank2","Rph3a/Reln/Dock10/Dnm3/Ephb1/Tiam1/Cux2/Camk2b/Apoe"
"CC","GO:1990351","transporter complex",4.73629409711506e-08,2.19625051664705e-10,1.37909739886586e-06,9.064524859616e-09,"33/606","39/659","Gria2/Gabra2/Lrrc7/Shank1/Gria3/Cntnap2/Cnih3/Shisa7/Pex5l/Grin2b/Gabra3/Cacna2d1/Cacna1g/Cacna1e/Clcn2/Trpc4/Pde4b/Grin3a/Calm1/Calm2/Cnih2/Hcn1/Dlg2/Cacnb1/Kcnf1/Dlgap3/Kcnq2/Scn2a/Kcnb1/Akap6/Vamp2/Shank2/Stx1a","Kcnc1/Trpc6/Kcna1/Cacng2/Htr3a/Kcnc2/Gabra4/Scn1a/Scnn1a/Kcnj2/Grin2d/Kcnmb2/Cacna1c/Eps8/Kcnc3/Olfm1/Gabrd/Kcnh2/Ano6/Grik1/Kcng4/Olfm3/Lrrc55/Kcng3/Grik4/Kcnk1/Kcnip1/Lrrtm4/Kcnq5/Olfm2/Glra2/Gria4/Kcna3/Cacna2d2/Kcnd3/Amigo1/Mcu/Grik2/Shisa6"
"BP","GO:0050773","regulation of dendrite development",7.20302268046366e-08,0.0210120224993436,1.88629156444642e-05,0.143692976648992,"27/601","16/654","Plk2/Shank1/Arhgap33/Itpka/Lrrk2/Syne1/Sipa1l1/Zmynd8/Met/Dab2ip/Sez6/Actr2/Cdkl5/Abi2/Ptn/Sh3glb1/Arhgap44/Bcl11a/Baiap2/Lzts1/D130043K22Rik/Akap5/Nr3c1/Arc/Prex1/Arf1/Shank2","Reln/Trpc6/Dnm3/Tiam1/Il1rap/Cux2/Camk2b/Mef2c/Fstl4/Itsn1/Kndc1/Cux1/Ngfr/Apoe/Il1rapl1/Alk"
"BP","GO:0045055","regulated exocytosis",9.80994157472069e-08,0.00032281563169395,2.41786207047528e-05,0.00677286000087987,"29/601","23/654","Prkcb/Prkcg/Kit/Rasgrp1/Cadps2/Bcr/Doc2b/Pex5l/Lrrk2/Syt17/Cacna1g/Adra2a/Unc13b/Syt4/Grin3a/Myh9/Adra1a/Git1/Otof/Syt9/Stxbp3/Vamp8/Gab2/Kcnb1/Vamp2/Htr2a/Pfn2/Arf1/Stx1a","Cplx2/Syt2/Crhbp/Rims3/Chrm2/Cplx1/Nrxn3/Ppfia2/Cacna1c/Steap2/Abr/Vamp1/Cyth1/Sept5/Syt6/Cadps/Prkca/Cspg5/Syt10/Prkce/Napa/Adcy1/Htr7"
"BP","GO:0051668","localization within membrane",1.36074392309757e-07,0.105668182546206,3.16750946543267e-05,0.371903815117836,"26/601","13/654","Usp46/Ap2b1/Lrrc7/Anks1b/Cnih3/Nptx2/Shisa7/Syne1/Grin2b/Etv5/Ptn/Arhgap44/Syngap1/Eps15/Git1/Cnih2/Dlg2/Akap5/Arc/Snx27/Gsn/Clstn1/Grasp/Vamp2/Nptxr/Itga4","Reln/Dnm3/Cacng2/Cplx1/Cdh13/Lgi1/Gsg1l/Rilpl1/Lrrtm4/Cdh2/Apoe/Grik2/Shisa6"
"BP","GO:0060996","dendritic spine development",1.45548516128456e-07,0.018821120539573,3.20972780304331e-05,0.136563747608764,"21/601","12/654","Plk2/Shank1/Arhgap33/Itpka/Lrrk2/Sipa1l1/Ctnnd2/Zmynd8/Ephb3/Actr2/Zfp365/Cdkl5/Abi2/Uba6/Arhgap44/Git1/Baiap2/Nr3c1/Arc/Arf1/Shank2","Reln/Dock10/Dnm3/Ephb1/Tiam1/Cux2/Camk2b/Mef2c/Fstl4/Itsn1/Ngfr/Apoe"
"BP","GO:0042391","regulation of membrane potential",1.93826713226691e-07,9.11547391019456e-08,3.95795456641809e-05,2.192847522073e-05,"40/601","43/654","Gabra2/Shank1/Cnih3/Slc8a1/Foxp1/Pex5l/Lrrk2/Syne1/Grin2b/Gabra3/Zmynd8/Cacna2d1/Cacna1g/Met/Kcnt2/Sez6/Unc13b/Cd36/Cx3cl1/Dcn/Ptn/Gpd1l/Adra1a/App/Baiap2/Cnih2/Kcnn2/Hcn1/Kcnh7/Kcnt1/Kcnh3/Kcnq2/Slc17a7/Scn2a/Kcnb1/Akap6/Kdr/Npas4/Shank2/Stx1a","Reln/Tmem108/Rims3/Kcna1/Cacng2/Htr3a/Ehd3/Kcnc2/Jun/Cux2/Gabra4/Scn1a/Kcnj2/Tac1/Mef2c/Grin2d/Kcnmb2/Npy2r/Gjd2/Cacna1c/Gabrd/Kcnh2/Grik1/Cntnap1/Slc29a1/Oprm1/Kcnk1/Kcnip1/Kcnh5/Cnr1/Dsp/Ngfr/Prkce/Glra2/Kcnk10/Bok/Akap7/Kcnd3/Jup/Igsf11/Grik2/Adcyap1/Abat"
"BP","GO:0006887","exocytosis",1.98370037935036e-07,0.000144088414957033,3.95795456641809e-05,0.00383603600832511,"36/601","31/654","Prkcb/Prkcg/Rab8b/Kit/Rasgrp1/Cadps2/Bcr/Rab3c/Doc2b/Pex5l/Lrrk2/Lin7a/Syt17/Cacna1g/Adra2a/Myh10/Unc13b/Exoc6b/Exoc5/Syt4/Grin3a/Myh9/Adra1a/Git1/Otof/Syt9/Stxbp3/Vamp8/Gab2/Kcnb1/Mical3/Vamp2/Htr2a/Pfn2/Arf1/Stx1a","Stxbp6/Cplx2/Syt2/Crhbp/Rims3/Chrm2/Cplx1/Nrxn3/Ppfia2/Rab3b/Cacna1c/Steap2/Lin7c/Itsn1/Abr/Vamp1/Cyth1/Sept5/Syt6/Cadps/Nkd2/Prkca/Lgi3/Cspg5/Syt10/Prkce/Napa/Scamp1/Il1rapl1/Adcy1/Htr7"
"MF","GO:0035254","glutamate receptor binding",2.68082546879125e-07,0.0512222743835939,0.000190874773377937,0.23421160875684,"15/595","7/653","Homer1/Prnp/Lrrc7/Shank1/Shisa7/Grin2b/Homer2/Calm1/Calm2/Map1a/Dlg2/Akap5/ND2/Snx27/Shank2","Dnm3/Cacng2/Il1r1/Atp2b2/Necab2/Igsf11/Shisa6"
"BP","GO:0048813","dendrite morphogenesis",3.23705483130544e-07,0.0264100369358082,6.16511806507718e-05,0.165186945928456,"25/601","15/654","Shank1/Arhgap33/Itpka/Lrrk2/Syne1/Sipa1l1/Ctnnd2/Ephb3/Met/Actr2/Zfp365/Cdkl5/Phactr1/Celsr2/Abi2/Ptn/Sh3glb1/Arhgap44/Baiap2/Slitrk5/Lzts1/Akap5/Arc/Farp1/Shank2","Btbd3/Reln/Dock10/Trpc6/Dnm3/Dscam/Ephb1/Tiam1/Cux2/Camk2b/Nrp1/Kndc1/Cux1/Il1rapl1/Dact1"
"BP","GO:1903305","regulation of regulated secretory pathway",3.97165729788828e-07,6.45473735130877e-05,7.23532351223995e-05,0.00212955526777807,"23/601","20/654","Prkcb/Prkcg/Bcr/Doc2b/Lrrk2/Syt17/Cacna1g/Adra2a/Unc13b/Syt4/Grin3a/Adra1a/Git1/Syt9/Stxbp3/Vamp8/Gab2/Kcnb1/Vamp2/Htr2a/Pfn2/Arf1/Stx1a","Cplx2/Syt2/Rims3/Chrm2/Cplx1/Nrxn3/Ppfia2/Abr/Vamp1/Cyth1/Sept5/Syt6/Cadps/Prkca/Cspg5/Syt10/Prkce/Napa/Adcy1/Htr7"
"CC","GO:0031252","cell leading edge",4.6269732063902e-07,0.00407368771696907,1.2724176317573e-05,0.0303189216967862,"38/606","29/659","Psd3/Gabra2/Sh3rf1/Cntnap2/Myadm/Jcad/Synj2/Map2/Shisa7/Ripor2/Atp2b1/Gabra3/Myh10/Actr2/Wasf1/Ripor1/Cdkl5/Raph1/Abi2/Slk/Gas7/Myh9/Arhgap44/Wwc1/App/Dgkz/Pdlim7/Hcn1/Iqgap2/Akap5/Lmo4/Fscn1/Ldb2/Kcnb1/Gsn/Arf1/Diaph1/Unc5a","Slc39a6/Kcnc1/Ptprm/Ablim3/Kcnc2/Tiam1/Gabra4/Spata13/Parva/Itsn1/Eps8/Inpp5j/Kcnc3/Frmd4b/Oprm1/Mtss2/Carmil1/Rufy3/Fam107a/Ngfr/Bcar1/Cdh2/Psd2/Rdx/Slc1a2/Cxcr4/Cdc42bpg/Shisa6/Tirap"
"BP","GO:0060627","regulation of vesicle-mediated transport",5.43633187141214e-07,0.000116453934606388,9.1287662744804e-05,0.00333320467131662,"46/601","42/654","Prkcb/Prkcg/Rab8b/Usp46/Cadps2/Bcr/Rab3c/Doc2b/Map2/Lrrk2/Syne1/Sorl1/Syt17/Cacna1g/Adra2a/Snph/Sh3gl2/Unc13b/Sirpa/Grem1/Lrp1/Cd36/Syt4/Grin3a/Sh3glb1/Dnajc13/Arhgap44/Adra1a/Cbl/Git1/Cnih2/Akap5/Syt9/Stxbp3/Tub/Vamp8/Arc/Gab2/Slc17a7/Kcnb1/Grasp/Vamp2/Htr2a/Pfn2/Arf1/Stx1a","Stxbp6/Cplx2/Syt2/Rims3/Ntf3/Chrm2/Cplx1/Nrxn3/Cdh13/Ppfia2/Mapk3/Rab3b/Ehd1/Itsn1/Abr/Vamp1/Tbc1d4/Ndrg4/Ano6/Cyth1/Wnt5a/Sept5/Syt6/Cadps/Gas6/Prkca/Gsg1l/Pacsin2/Lgi3/Necab2/Cspg5/Syt10/Prkce/Pard3/Napa/Rdx/Apoe/Il1rapl1/Adcy1/Plcg2/Epha3/Htr7"
"BP","GO:0007186","G protein-coupled receptor signaling pathway",5.61638961056867e-07,7.86416284239938e-08,9.1287662744804e-05,2.12430698780313e-05,"47/601","52/654","Grm5/Homer1/Gabra2/Gpr161/Gnai1/Lrrk2/Npr3/Adgrl3/Gabra3/Nos1/Htr5b/Met/Tyro3/Adra2a/Tmod2/Chrm4/Hrh3/Homer2/Htr2c/Lrp1/Dgkb/Pde4b/Celsr2/Kctd12b/Cx3cl1/Sstr4/Gng12/Chrm5/Grk3/Gpr26/Adra1a/Dgkz/Adgrl2/Git1/Gnb4/Iqgap2/Npbwr1/Rpgrip1l/Akap5/Tub/Plcl2/Prokr2/Prex1/Htr2a/Mchr1/Adgrl1/Gnaz","Npy/Plcl1/Dgkh/Prkacb/Rgs10/Rgs8/Glp2r/Adcyap1r1/Chrm2/Vip/Pdyn/Gabra4/Pde5a/Grm2/Tac1/Gprc5b/Grm1/Trhr/Npy2r/Npffr1/Lgr6/Rgs12/Adgra3/Wnt5a/Grpr/Pnoc/Gpr68/Mgll/Oprm1/Car2/Gpr61/Cnr1/Gng2/Necab2/Akap12/Bcar1/Ecel1/Glp1r/Glra2/Apoe/Tac2/Tmem145/Gpr83/Adcy1/Cxcr4/Alk/Frmpd1/Adcyap1/Gabbr2/Chrm3/Htr7/Calcrl"
"BP","GO:0099175","regulation of postsynapse organization",5.66462823714774e-07,0.00734567560328404,9.1287662744804e-05,0.0729631689084067,"20/601","13/654","Homer1/Gap43/Prnp/Arhgap33/Shisa7/Itpka/Lrrk2/Sipa1l1/Grin2b/Zmynd8/Actr2/Cdkl5/Dgkb/Abi2/Ptn/Arhgap44/Baiap2/Arc/Snx27/Nptxr","Reln/Nrp2/Dnm3/Tiam1/Il1rap/Cux2/Camk2b/Wnt5a/Epha7/Cdh2/Apoe/Il1rapl1/Shisa6"
"BP","GO:0072657","protein localization to membrane",6.90650744656183e-07,0.112757828914423,0.000107178763707756,0.387700347309577,"48/601","31/654","Rab8b/Prnp/Rab3c/Lrrc7/Myadm/Ar/Cnih3/Nptx2/Shisa7/Grin2b/Pik3r1/Zmynd8/Lin7a/Arl6ip1/Etv5/Lrp1/Zdhhc2/Exoc5/Ptn/Rapgef6/Cpe/Sh3glb1/Arhgap44/Syngap1/Git1/Dlg2/Cacnb1/Nfasc/Tspan14/Ttc7b/Akap5/Tub/Vamp8/Fam126a/Kcnb1/Hspa5/Snx27/Gsn/Clstn1/Grasp/S100a10/Vamp2/Nptxr/Zdhhc20/Reep1/Fcho2/Stx1a/Itga4","Reln/Cacng2/Camk2g/Ehd3/Tiam1/Capn3/Cplx1/Dchs1/Camk2b/Efr3b/Rab3b/Cemip/Lin7c/Egfr/Nkd2/Gas6/Lgi1/Nectin3/Rilpl1/Lrrtm4/Necab2/Pard3/Cdh2/Rdx/Lypd1/Apoe/Epha3/Jup/Grik2/Frmpd1/Shisa6"
"CC","GO:0099092","postsynaptic density, intracellular component",7.73026990021661e-07,0.798874801653335,2.01393873716169e-05,0.99999995667437,"10/606","1/659","Bcr/Anks1b/Nos1/Cdkl5/Syngap1/Baiap2/Akap5/Dlgap1/Tanc2/Nr3c1","Abr"
"BP","GO:0017156","calcium ion regulated exocytosis",8.14000727555264e-07,0.000112782334082984,0.000121809394587734,0.00329354897234227,"23/601","20/654","Prkcb/Prkcg/Cadps2/Doc2b/Lrrk2/Syt17/Cacna1g/Adra2a/Unc13b/Syt4/Grin3a/Adra1a/Git1/Otof/Syt9/Stxbp3/Vamp8/Kcnb1/Vamp2/Htr2a/Pfn2/Arf1/Stx1a","Cplx2/Syt2/Rims3/Chrm2/Cplx1/Nrxn3/Ppfia2/Cacna1c/Vamp1/Cyth1/Sept5/Syt6/Cadps/Prkca/Cspg5/Syt10/Prkce/Napa/Adcy1/Htr7"
"BP","GO:0017158","regulation of calcium ion-dependent exocytosis",8.54194642226616e-07,1.1865496698648e-05,0.000123416398307914,0.00072416655154121,"20/601","19/654","Prkcb/Prkcg/Doc2b/Lrrk2/Syt17/Cacna1g/Adra2a/Unc13b/Syt4/Grin3a/Adra1a/Git1/Syt9/Stxbp3/Kcnb1/Vamp2/Htr2a/Pfn2/Arf1/Stx1a","Cplx2/Syt2/Rims3/Chrm2/Cplx1/Nrxn3/Ppfia2/Vamp1/Cyth1/Sept5/Syt6/Cadps/Prkca/Cspg5/Syt10/Prkce/Napa/Adcy1/Htr7"
"BP","GO:0006836","neurotransmitter transport",1.06724220449505e-06,7.15958838477795e-08,0.000149058161227808,2.06291606660069e-05,"30/601","34/654","Prkcb/Prkcg/Cadps2/Slc36a1/Gabra2/Doc2b/Lrrk2/Sv2b/Nos1/Lin7a/Syt17/Arl6ip1/Adra2a/Hrh3/Htr2c/Unc13b/Trpc4/Syt4/Grin3a/Adra1a/Git1/Otof/Per2/Syt9/Vamp8/Slc17a7/Vamp2/Htr2a/Pfn2/Stx1a","Slc6a1/Rph3a/Slc32a1/Sv2c/Cplx2/Syt2/Rims3/Chrm2/Cplx1/Nrxn3/Mef2c/Ppfia2/Rab3b/Lin7c/Gfap/Slc17a8/Vamp1/Kcnc3/Ngf/Slc6a6/Cyth1/Grik1/Sept5/Cadps/Prkca/Slc29a1/Cspg5/Prkce/Napa/Adcy1/Slc1a2/Adcyap1/Abat/Htr7"
"BP","GO:0048489","synaptic vesicle transport",1.43536269223454e-06,0.00127687122166463,0.00018794280251446,0.0188099147047421,"23/601","18/654","Prkcb/Prkcg/Cadps2/Doc2b/Map2/Lrrk2/Lin7a/Syt17/Adra2a/Unc13b/Syt4/Grin3a/Adra1a/Git1/Ap3m2/Cnih2/Otof/Syt9/Vamp2/Htr2a/Pfn2/Arf1/Stx1a","Cplx2/Syt2/Rims3/Dnm3/Chrm2/Cplx1/Nrxn3/Ppfia2/Vamp1/Cyth1/Sept5/Cadps/Prkca/Cspg5/Prkce/Napa/Adcy1/Htr7"
"BP","GO:0097480","establishment of synaptic vesicle localization",1.43536269223454e-06,0.00127687122166463,0.00018794280251446,0.0188099147047421,"23/601","18/654","Prkcb/Prkcg/Cadps2/Doc2b/Map2/Lrrk2/Lin7a/Syt17/Adra2a/Unc13b/Syt4/Grin3a/Adra1a/Git1/Ap3m2/Cnih2/Otof/Syt9/Vamp2/Htr2a/Pfn2/Arf1/Stx1a","Cplx2/Syt2/Rims3/Dnm3/Chrm2/Cplx1/Nrxn3/Ppfia2/Vamp1/Cyth1/Sept5/Cadps/Prkca/Cspg5/Prkce/Napa/Adcy1/Htr7"
"CC","GO:0044306","neuron projection terminus",1.75263708568405e-06,4.97593737991055e-08,4.33777678706803e-05,1.32886798263493e-06,"24/606","28/659","Prkcb/Prkcg/Gria2/Gria3/Synj2/Lrrk2/Fkbp1a/Grin2b/L1cam/Nos1/Adra2a/Chrm4/Unc13b/Flrt1/Slc4a10/Syt4/Git1/Tspoap1/Baiap2/Sept6/Hcn1/Ptprn/Vamp2/Pfn2","Gad1/Slc32a1/Kcnc1/Npy/Cplx2/Crhbp/Kcna1/Rgs10/Kcnc2/Pdyn/Cplx1/Mme/Scrg1/Itsn1/Slc17a8/Kcnc3/Ngf/Grik1/Sept5/Pnoc/Prkca/Grik4/Gria4/Kcna3/Grik2/Adcyap1/Chrm3/Htr7"
"BP","GO:0031346","positive regulation of cell projection organization",1.75873956244273e-06,2.69119404512541e-06,0.00022330662929197,0.000247475333256,"42/601","44/654","Rab8b/Kit/Itpr1/Lrrc7/Shank1/Itpka/Ripor2/L1cam/Zmynd8/Syt17/Plxna2/Met/Dab2ip/Creb3l2/Sez6/Plxna1/Plxnc1/Actr2/Lrp1/Cdkl5/Gpm6a/Cx3cl1/Syt4/Ptn/Rasal1/Sh3glb1/Bcl11a/Baiap2/Bmpr2/Dzip1/Akap5/Fscn1/Cpne5/Nr3c1/Anln/Hspa5/Smurf1/Nin/Rnf157/Arf1/Shank2/Hdac4","Sema5a/Reln/Ndnf/Syt2/Dnm3/Dscam/Tiam1/Il1rap/Cux2/Cdc42ep4/Plxna4/Camk2b/Gprc5b/Plk5/Dock11/Adamts1/Map1b/Ehd1/Itsn1/Eps8/Ngf/Nrp1/Ndrg4/Wnt5a/Cux1/Prkd1/Cnr1/Fgfr1/Carmil1/Rufy3/Ngfr/Rnd2/Acsl6/Tubb2b/Apoe/Il1rapl1/Epha3/Amigo1/Cxcl12/Cxcr4/Alk/Adcyap1/Tgfbr1/Htr7"
"BP","GO:0017157","regulation of exocytosis",1.92449446781335e-06,0.00019427274089273,0.000237165641768763,0.00472626562599765,"26/601","23/654","Prkcb/Prkcg/Rab8b/Cadps2/Bcr/Rab3c/Doc2b/Lrrk2/Syt17/Cacna1g/Adra2a/Unc13b/Syt4/Grin3a/Adra1a/Git1/Syt9/Stxbp3/Vamp8/Gab2/Kcnb1/Vamp2/Htr2a/Pfn2/Arf1/Stx1a","Cplx2/Syt2/Rims3/Chrm2/Cplx1/Nrxn3/Ppfia2/Rab3b/Abr/Vamp1/Cyth1/Sept5/Syt6/Cadps/Prkca/Lgi3/Cspg5/Syt10/Prkce/Napa/Il1rapl1/Adcy1/Htr7"
"CC","GO:0098797","plasma membrane protein complex",1.96339513716206e-06,3.14700481880606e-10,4.62800282331058e-05,1.19061682311496e-08,"40/606","51/659","Gria2/Ap2b1/Lrrc7/Shank1/Gria3/Cntnap2/Cnih3/Shisa7/Gnai1/Grin2b/Bmp2/Aph1b/Lin7a/Cacna2d1/Cacna1g/Cacna1e/Alcam/Pde4b/Grin3a/Gng12/Calm1/Eps15/Cbl/Calm2/Cnih2/Gnb4/Hcn1/Dlg2/Cacnb1/Kcnf1/Dlgap3/Kcnq2/Scn2a/Kcnb1/Vamp2/Shank2/Gnaz/Fcho2/Stx1a/Itga4","Kcnc1/Npnt/Cdh9/Itgb8/Kcna1/Cacng2/Htr3a/Kcnc2/Igf1/Scn1a/Kcnj2/Cdh13/Grin2d/Grm1/Dtna/Kcnmb2/Slc7a5/Gjd2/Cacna1c/Lin7c/Eps8/Kcnc3/Olfm1/Kcnh2/Grik1/Kcng4/Olfm3/Lrrc55/Prkca/Kcng3/Grik4/Kcnk1/Kcnip1/Lrrtm4/Gng2/Kcnq5/Olfm2/Cdh2/Itga11/Gria4/Kcna3/Cacna2d2/Kcnd3/Amigo1/Jup/Grik2/Gabbr2/H2-K1/Tgfbr1/Shisa6/Calcrl"
"BP","GO:0051058","negative regulation of small GTPase mediated signal transduction",1.99319970416858e-06,1,0.000238614478870467,1,"13/601",NA,"Ripor2/Met/Arhgap12/Dab2ip/Ripor1/Rasal1/Arhgap44/Syngap1/Adra1a/Dgkz/Git1/Timp2/Kctd10",NA
"MF","GO:0005516","calmodulin binding",2.15295122458985e-06,0.024107871953884,0.000766450635953985,0.152317918254085,"22/595","14/653","Pde1a/Gap43/Slc8a1/Map2/Itpka/Atp2b1/Pik3r1/Nos1/Myh10/Camkv/Unc13b/Nrgn/Myh9/Camkk2/Kcnn2/Iqgap2/Akap5/Strn/Kcnq2/Vamp2/Myh7/Tjp1","Rasgrf2/Pde1b/Epb41/Camk2g/Atp2b2/Camk2b/Cacna1c/Egfr/Esrrg/Kcnh5/Slc8a3/Ngfr/Kcnq5/Adcy1"
