"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","meanExprs","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000101462.2",2937,"ENSMUSG00000101462.2","ENSMUSG00000101462","transcribed_processed_pseudogene","Gm3052",NA,0.40432308679801,0.242045425472558,0.352427988545378,0.395665795033009,0.696525770465032,0.922501285838432,-5.62938029971614
"ENSMUSG00000102336.1",6263,"ENSMUSG00000102336.1","ENSMUSG00000102336","lincRNA","Gm37233",NA,2.05808553882679,0.607284827699555,3.63753322559199,2.94755383765801,0.0079401027111557,0.0838820540291968,-2.85511972062135
"ENSMUSG00000042111.9",2543,"ENSMUSG00000042111.9","ENSMUSG00000042111","protein_coding","Ccdc115",69668,4.16804712733814,-0.529203041561604,3.41682950689071,-2.49114354764076,0.0216042692017056,0.164961573184578,-3.70630785401132
"ENSMUSG00000026127.13",8553,"ENSMUSG00000026127.13","ENSMUSG00000026127","protein_coding","Imp4",27993,1.77716866955481,0.586912471942111,3.91082810434716,2.43107376825424,0.0245466598406573,0.178368267618934,-3.99284495288186
"ENSMUSG00000045815.4",510,"ENSMUSG00000045815.4","ENSMUSG00000045815","antisense","1700101I19Rik",NA,0.21101446056684,0.343748008500714,-1.68352255192917,0.478685769124021,0.637335449110011,0.894722909595968,-5.42332571738696
"ENSMUSG00000045174.10",4392,"ENSMUSG00000045174.10","ENSMUSG00000045174","protein_coding","Amer3",211383,11.5140612266124,-0.496856291550385,5.6396593694179,-3.55264174752846,0.00198757110777366,0.0308985087590677,-2.0202412007539
"ENSMUSG00000037509.19",9561,"ENSMUSG00000037509.19","ENSMUSG00000037509","protein_coding","Arhgef4",226970,10.8676033949033,-0.592323663480683,6.65587549193549,-5.86074496060003,9.70607970520642e-06,0.000513116207534873,3.08365509187545
"ENSMUSG00000102537.1",148,"ENSMUSG00000102537.1","ENSMUSG00000102537","processed_pseudogene","Gm37224",NA,0.678883263318201,0.0807525677025177,-1.8156027603226,0.0995201841038982,0.921712558251672,0.97651918192185,-5.49682958691433
"ENSMUSG00000037503.12",5219,"ENSMUSG00000037503.12","ENSMUSG00000037503","protein_coding","Fam168b",214469,36.0403921341343,0.0251026960942192,7.55634427678946,0.325392364291047,0.748251774922685,0.938258100882039,-7.50649158645274
"ENSMUSG00000026123.11",7987,"ENSMUSG00000026123.11","ENSMUSG00000026123","protein_coding","Plekhb2",226971,30.4401475074505,-0.15244499337272,7.91515510353606,-1.83867369726731,0.0808076544900731,0.35976609458759,-6.00075551866461
"ENSMUSG00000045216.7",5542,"ENSMUSG00000045216.7","ENSMUSG00000045216","protein_coding","Hs6st1",50785,5.2409438953301,0.121856271631228,4.86324195679837,0.775907401619099,0.446850581602678,0.792031979466958,-6.62069233151568
"ENSMUSG00000102202.1",4340,"ENSMUSG00000102202.1","ENSMUSG00000102202","lincRNA","Gm33280",NA,0.138079177796871,-0.42044834764337,-0.666347667429516,-0.547812371232737,0.589861637411353,0.870543735989837,-5.44599769291554
"ENSMUSG00000037470.14",12853,"ENSMUSG00000037470.14","ENSMUSG00000037470","protein_coding","Uggt1",320011,6.25752989707712,-0.0314214459912499,6.32426027237316,-0.292264634717455,0.773083982163709,0.944301421227799,-7.24933514003398
"ENSMUSG00000037447.16",12540,"ENSMUSG00000037447.16","ENSMUSG00000037447","protein_coding","Arid5a",214855,0.217504251287355,-0.0201170985350743,1.46677546435263,-0.0427088906544943,0.966355613336646,0.990984779358443,-5.93236001462095
"ENSMUSG00000010453.12",6742,"ENSMUSG00000010453.12","ENSMUSG00000010453","protein_coding","Kansl3",226976,6.77915562417247,0.56394454746935,5.50501142998716,4.9240347138303,8.10709650378691e-05,0.00274798778943067,1.15303624869151
"ENSMUSG00000037432.15",6356,"ENSMUSG00000037432.15","ENSMUSG00000037432","protein_coding","Fer1l5",100534273,1.38816292963431,-0.266055728209153,3.15872767446511,-1.15578922176309,0.261340753828478,0.638428120837639,-5.75339189100857
"ENSMUSG00000001143.13",7359,"ENSMUSG00000001143.13","ENSMUSG00000001143","protein_coding","Lman2l",214895,6.63180596550737,0.060708898948832,5.60645981086972,0.486183741068575,0.632102775449824,0.893265925127912,-7.0062686130391
"ENSMUSG00000037408.10",4829,"ENSMUSG00000037408.10","ENSMUSG00000037408","protein_coding","Cnnm4",94220,3.93988223883101,-0.130181905815521,4.25946646448645,-0.756045338034237,0.45840425854133,0.798512133958481,-6.45065644402864
"ENSMUSG00000001138.13",6420,"ENSMUSG00000001138.13","ENSMUSG00000001138","protein_coding","Cnnm3",94218,3.3523366127121,0.0077407396990827,4.4011112999966,0.0358862810134449,0.971727545462549,0.992559766436368,-6.79126074467828
"ENSMUSG00000079610.9",4654,"ENSMUSG00000079610.9","ENSMUSG00000079610","protein_coding","Ankrd39",109346,0.423122635461607,-0.430598520374157,1.04086876675329,-0.858854050581076,0.400562133119101,0.759650491439577,-5.4707355089232
"ENSMUSG00000026121.13",4593,"ENSMUSG00000026121.13","ENSMUSG00000026121","protein_coding","Sema4c",20353,1.33542832796596,0.0593351378328323,2.57950191882522,0.166986800585045,0.869051312432044,0.96462322363139,-6.21162320840548
"ENSMUSG00000061518.10",1552,"ENSMUSG00000061518.10","ENSMUSG00000061518","protein_coding","Cox5b",12859,50.3483560449878,-0.0463410128029819,6.28262663600593,-0.382171669507181,0.70635054201534,0.924883988722506,-7.20813709918228
"ENSMUSG00000037351.9",4274,"ENSMUSG00000037351.9","ENSMUSG00000037351","protein_coding","Actr1b",226977,29.3442005172781,-0.0509896725500912,6.96807290503214,-0.523607915072288,0.60628496800825,0.880077944576254,-7.29258546472024
"ENSMUSG00000102416.4",1744,"ENSMUSG00000102416.4","ENSMUSG00000102416","protein_coding","4933424G06Rik",NA,0.19213440446613,-0.900603567500255,-1.0937879188416,-1.1512815041786,0.263147012320438,0.64040333031028,-4.96617967663687
"ENSMUSG00000104237.1",1633,"ENSMUSG00000104237.1","ENSMUSG00000104237","lincRNA","Gm33533",NA,0.320234550761989,0.391384382441333,-0.737014076309095,0.560565360681703,0.581297984398001,0.86652840120344,-5.46736027089048
"ENSMUSG00000026117.10",2992,"ENSMUSG00000026117.10","ENSMUSG00000026117","protein_coding","Zap70",22637,1.16325764220035,-0.420909563729514,1.64059653007399,-0.823583653629466,0.419855014456417,0.774851460970224,-5.64420928520507
"ENSMUSG00000026116.11",9413,"ENSMUSG00000026116.11","ENSMUSG00000026116","protein_coding","Tmem131",56030,15.980611963027,-0.0821802937925511,7.23281605016007,-1.08314169211717,0.291586462696143,0.670353715905092,-6.89370342706282
"ENSMUSG00000050122.18",5386,"ENSMUSG00000050122.18","ENSMUSG00000050122","protein_coding","Vwa3b",70853,1.14078130635715,-1.29969269961202,2.49051861525243,-4.78269742449435,0.000112435099717725,0.00356635884187214,1.34106929058935
"ENSMUSG00000026113.17",10387,"ENSMUSG00000026113.17","ENSMUSG00000026113","protein_coding","Inpp4a",269180,28.5859753289462,-0.0103181188480817,8.21450333709021,-0.172814921400061,0.864527703791688,0.962454767460331,-7.68595296115736
"ENSMUSG00000026112.7",5220,"ENSMUSG00000026112.7","ENSMUSG00000026112","protein_coding","Coa5",76178,12.0933787913986,0.147886228938209,5.97132747713139,1.04353585122304,0.309106640060504,0.685748035124546,-6.65444438163197
"ENSMUSG00000026111.15",1579,"ENSMUSG00000026111.15","ENSMUSG00000026111","protein_coding","Unc50",67387,12.4832848248101,0.0489163479490723,4.30100493305333,0.273085036267795,0.787577927585598,0.950911362789237,-6.73068751009089
"ENSMUSG00000026110.15",12881,"ENSMUSG00000026110.15","ENSMUSG00000026110","protein_coding","Mgat4a",269181,6.02927488740543,0.223734723075241,6.27835551266365,2.13581371995645,0.0451995909565095,0.256004204022727,-5.1449916479381
"ENSMUSG00000026090.16",5075,"ENSMUSG00000026090.16","ENSMUSG00000026090","protein_coding","2010300C02Rik",72097,72.9605727460524,-0.0345694597324276,8.52674171503657,-0.410028311935709,0.686128641696604,0.918139657392927,-7.67907551906317
"ENSMUSG00000089767.1",560,"ENSMUSG00000089767.1","ENSMUSG00000089767","antisense","4930556I23Rik",NA,0.220843372102367,-0.0174030783711673,-1.68352255192917,-0.0210873814869812,0.983384180114553,0.99312710549533,-5.50240241123478
"ENSMUSG00000060771.14",10662,"ENSMUSG00000060771.14","ENSMUSG00000060771","protein_coding","Tsga10",211484,1.95254814211811,0.11758060035782,4.38060992819988,0.634680366959196,0.53280543302981,0.841612529311615,-6.57878699567628
"ENSMUSG00000097268.1",3089,"ENSMUSG00000097268.1","ENSMUSG00000097268","antisense","Gm26805",NA,1.29595603788967,0.291042550319296,1.93514393355343,0.716166571520861,0.48213859790852,0.813303077873204,-5.78645101720162
"ENSMUSG00000037216.5",2051,"ENSMUSG00000037216.5","ENSMUSG00000037216","protein_coding","Lipt1",623661,1.6609310356369,0.00943505523482309,1.7188928531909,0.0208446338102377,0.983575424099483,0.993169880631295,-5.98449780194508
"ENSMUSG00000026088.15",2770,"ENSMUSG00000026088.15","ENSMUSG00000026088","protein_coding","Mitd1",69028,1.18389927653591,0.131860807326624,1.80240559855954,0.371330274282959,0.714282352280523,0.926691892042299,-5.95611253408026
"ENSMUSG00000026087.11",3226,"ENSMUSG00000026087.11","ENSMUSG00000026087","protein_coding","Mrpl30",107734,6.11834886163663,0.327730060853411,4.29366393056871,1.74753614124147,0.0958276703079353,0.393485258102916,-5.3108562362498
"ENSMUSG00000058407.12",9102,"ENSMUSG00000058407.12","ENSMUSG00000058407","protein_coding","Txndc9",98258,4.0980059278272,-0.00456130821576234,5.22535766098309,-0.034764819282423,0.97261069221419,0.992576740524406,-7.02562957109277
"ENSMUSG00000026083.12",9753,"ENSMUSG00000026083.12","ENSMUSG00000026083","protein_coding","Eif5b",226982,17.2322860241657,0.0324432123002898,7.39358005472578,0.400806294645394,0.692797337456554,0.920340242266306,-7.44156005248569
"ENSMUSG00000026082.11",6168,"ENSMUSG00000026082.11","ENSMUSG00000026082","protein_coding","Rev1",56210,3.73724234903038,0.104352564695361,4.52502085916161,0.583135434080048,0.566297239306693,0.858358647601474,-6.65284141821298
"ENSMUSG00000037138.17",6654,"ENSMUSG00000037138.17","ENSMUSG00000037138","protein_coding","Aff3",16764,20.832852510515,0.201821497512306,7.11371495586384,2.20184883741632,0.039535238995866,0.237142844039395,-5.20190666892612
"ENSMUSG00000048814.10",7506,"ENSMUSG00000048814.10","ENSMUSG00000048814","protein_coding","Lonrf2",381338,54.0778054441943,-0.0179575612527311,8.66477158254122,-0.313550173935852,0.757097937567491,0.940197992751593,-7.75097191738542
"ENSMUSG00000026080.13",11964,"ENSMUSG00000026080.13","ENSMUSG00000026080","protein_coding","Chst10",98388,3.08633844450218,-0.309656067152247,5.19904347434814,-2.14113341314716,0.0447173659217503,0.254285889700427,-4.84624574768498
"ENSMUSG00000026078.10",4219,"ENSMUSG00000026078.10","ENSMUSG00000026078","protein_coding","Pdcl3",68833,2.91858973035037,-0.397308266709865,3.62044453933301,-1.83220569100054,0.0818016020839552,0.362033869745349,-4.95354938389753
"ENSMUSG00000026077.15",4791,"ENSMUSG00000026077.15","ENSMUSG00000026077","protein_coding","Npas2",18143,16.9424544164678,1.25616275667305,6.18356360166859,6.60910202330693,1.91270307583909e-06,0.00013777040863346,4.80758114514568
"ENSMUSG00000073702.11",1662,"ENSMUSG00000073702.11","ENSMUSG00000073702","protein_coding","Rpl31",114641,32.2499652430527,0.182680846961838,5.74850384982385,1.76631368346584,0.0925494825547171,0.386194560784645,-5.643946248773
"ENSMUSG00000003134.10",5239,"ENSMUSG00000003134.10","ENSMUSG00000003134","protein_coding","Tbc1d8",54610,3.13708062839499,-0.344144938050137,3.99489497394064,-1.3891377792013,0.180011900934459,0.540070303653429,-5.69431891177031
"ENSMUSG00000003135.15",3508,"ENSMUSG00000003135.15","ENSMUSG00000003135","protein_coding","Cnot11",52846,10.8407322217813,0.0443654229359919,5.25241556108453,0.337878341299923,0.738963198702545,0.935652004392507,-6.97004898083388
"ENSMUSG00000085894.1",1832,"ENSMUSG00000085894.1","ENSMUSG00000085894","processed_transcript","Gm15832",NA,0.108995628521019,0.516136426975148,-1.25608230051708,0.724833462945333,0.476919945120318,0.809296368078858,-5.31071660579361
"ENSMUSG00000077704.1",110,"ENSMUSG00000077704.1","ENSMUSG00000077704","snoRNA","Snord89",NA,0.210886958238469,-0.124611504682227,-1.8156027603226,-0.173327217870714,0.864130300959423,0.962454767460331,-5.48437147902136
"ENSMUSG00000048234.13",2838,"ENSMUSG00000048234.13","ENSMUSG00000048234","protein_coding","Rnf149",67702,4.01702494374525,-0.403817453864851,3.48667787024186,-1.55905105673813,0.134613234446415,0.470628284636489,-5.32511337228254
"ENSMUSG00000064936.1",130,"ENSMUSG00000064936.1","ENSMUSG00000064936","snoRNA","Gm23722",NA,0.150674137789546,0.108602672929103,-1.8156027603226,0.15867547271765,0.875510259970817,0.964816844407842,-5.49049014478223
"ENSMUSG00000050967.5",6091,"ENSMUSG00000050967.5","ENSMUSG00000050967","protein_coding","Creg2",263764,44.2708344246919,0.640098745713023,8.043369044063,7.4332493691851,3.47972413606353e-07,3.85602507308528e-05,6.20007690853021
"ENSMUSG00000097083.1",3663,"ENSMUSG00000097083.1","ENSMUSG00000097083","antisense","D930019O06Rik",NA,0.90289195522329,-0.279922125667659,1.75092830538188,-0.674098844168051,0.507938417492341,0.827377636856239,-5.78812403881252
"ENSMUSG00000026074.14",9579,"ENSMUSG00000026074.14","ENSMUSG00000026074","protein_coding","Map4k4",26921,7.5786980829659,-0.0587287936928533,6.18205105952779,-0.533770464967264,0.599362601581326,0.875099771413545,-7.09920934706165
"ENSMUSG00000102985.1",1330,"ENSMUSG00000102985.1","ENSMUSG00000102985","TEC","4930456G14Rik",NA,0.41992813253496,0.267759635279428,-0.340773451128806,0.454004388088128,0.654696774915914,0.903266036819652,-5.52095065214008
"ENSMUSG00000097899.2",842,"ENSMUSG00000097899.2","ENSMUSG00000097899","antisense","Gm16894",NA,1.7424663146405,-0.450715081434675,0.647086797627851,-0.793011056176601,0.437045689473671,0.785267961725989,-5.45780565303492
"ENSMUSG00000026072.12",6363,"ENSMUSG00000026072.12","ENSMUSG00000026072","protein_coding","Il1r1",16177,1.20127202437487,-2.63860571132124,2.57027130369148,-6.85352348676135,1.14297909367291e-06,9.40889504396361e-05,5.5208872253482
"ENSMUSG00000026065.8",4562,"ENSMUSG00000026065.8","ENSMUSG00000026065","protein_coding","Slc9a4",110895,7.10260827590399,0.0562615711412258,4.9919886458017,0.297255954995444,0.769325745242531,0.944301421227799,-6.91712404704125
"ENSMUSG00000026062.12",6984,"ENSMUSG00000026062.12","ENSMUSG00000026062","protein_coding","Slc9a2",226999,5.3740806262371,0.842189440608238,5.19077427114485,5.92373609132582,8.44328542335426e-06,0.000453289053147594,3.48361419608641
"ENSMUSG00000041945.12",5125,"ENSMUSG00000041945.12","ENSMUSG00000041945","protein_coding","Mfsd9",211798,0.330395679097827,0.614426464994061,0.807735541998568,1.15372524411694,0.262166649367695,0.639491303459764,-5.18513440042694
"ENSMUSG00000101299.2",1734,"ENSMUSG00000101299.2","ENSMUSG00000101299","lincRNA","Gm28175",NA,0.691983641788994,-0.724064399164328,0.252125169475348,-1.17695223823677,0.252983902516988,0.627817110436102,-5.06704648917617
"ENSMUSG00000060424.14",4458,"ENSMUSG00000060424.14","ENSMUSG00000060424","lincRNA","Pantr1",66297,2.1475157691065,0.915367460966037,3.14776855231302,3.22212486718578,0.004260589061939,0.0537611701560142,-2.16061215295961
"ENSMUSG00000093436.6",1712,"ENSMUSG00000093436.6","ENSMUSG00000093436","sense_overlapping","",NA,1.63860939114333,0.511766512290297,1.3936447026175,0.948475364960896,0.354168560828007,0.726620970243082,-5.48426854127005
"ENSMUSG00000045515.3",7409,"ENSMUSG00000045515.3","ENSMUSG00000045515","protein_coding","Pou3f3",18993,11.8033819912195,0.725914489327082,6.38067568920202,5.99533196848911,7.21039659690219e-06,0.000396962184619899,3.43000269897893
"ENSMUSG00000097063.3",1257,"ENSMUSG00000097063.3","ENSMUSG00000097063","processed_transcript","Pantr2",66620,0.142484604298045,0.489884323397903,-1.55144234353574,0.579891951395325,0.568440613451694,0.859798134984638,-5.3718914307293
"ENSMUSG00000099784.1",2170,"ENSMUSG00000099784.1","ENSMUSG00000099784","lincRNA","Dalir",NA,1.02458256843315,0.154760181327213,1.15751739671254,0.318716292625045,0.753234531092148,0.938656564612815,-5.79190196041122
"ENSMUSG00000060679.14",5763,"ENSMUSG00000060679.14","ENSMUSG00000060679","protein_coding","Mrps9",69527,4.19221594574852,-0.0650739860246701,4.58762453920073,-0.347488624501327,0.731841639351246,0.932921349418552,-6.77597386631665
"ENSMUSG00000077448.1",134,"ENSMUSG00000077448.1","ENSMUSG00000077448","snoRNA","Gm23126",NA,0.295706624168562,0.505171485316296,-1.8156027603226,0.740969068763798,0.467293288735167,0.801884231438831,-5.27739494165531
"ENSMUSG00000041907.9",7238,"ENSMUSG00000041907.9","ENSMUSG00000041907","protein_coding","Gpr45",93690,1.68082285679835,0.292858022855,3.59507771403347,1.21295092780538,0.239231630403217,0.613611080088373,-5.82171374491718
"ENSMUSG00000070939.9",10972,"ENSMUSG00000070939.9","ENSMUSG00000070939","protein_coding","Tgfbrap1",73122,4.46787588931675,0.231175623888762,5.62088837085694,2.122918581775,0.0463881434990492,0.260023293342433,-5.01223461222601
"ENSMUSG00000010290.7",3458,"ENSMUSG00000010290.7","ENSMUSG00000010290","protein_coding","AI597479",98404,8.57211067298844,-0.129794677062033,4.88464194998501,-0.813913022486406,0.425245985751394,0.777989983668573,-6.58571637994675
"ENSMUSG00000008136.14",1897,"ENSMUSG00000008136.14","ENSMUSG00000008136","protein_coding","Fhl2",14200,12.9259387549124,-0.405591939878061,4.58800439123955,-1.90032052263828,0.0718522265940802,0.335232958997618,-5.10904402705672
"ENSMUSG00000094497.1",483,"ENSMUSG00000094497.1","ENSMUSG00000094497","processed_pseudogene","Gm8210",NA,0.543560723317155,0.569380431654447,-1.22586812723503,0.744995479616235,0.464909279596938,0.801884231438831,-5.31012451659865
"ENSMUSG00000066877.11",4455,"ENSMUSG00000066877.11","ENSMUSG00000066877","protein_coding","Nck2",17974,6.29767560282517,-0.455279142327276,4.77900819140024,-2.61016944524212,0.0167236403430392,0.14130086540084,-3.83435129329845
"ENSMUSG00000026051.8",902,"ENSMUSG00000026051.8","ENSMUSG00000026051","protein_coding","1500015O10Rik",78896,1.09344975554762,1.05154963377821,-0.00827792318413272,1.4140528371776,0.172670872022095,0.529805591723312,-4.78183153161141
"ENSMUSG00000100764.1",458,"ENSMUSG00000100764.1","ENSMUSG00000100764","antisense","Gm29155",NA,0.168853575396607,-0.116295566620947,-1.49002854402189,-0.186614810000914,0.853835968118607,0.962454767460331,-5.49808754832651
"ENSMUSG00000100635.1",612,"ENSMUSG00000100635.1","ENSMUSG00000100635","lincRNA","Gm29157",NA,0.282647067666664,0.257201742551351,-1.29653453611461,0.358467081958637,0.723736564626376,0.929995836816782,-5.46888229648756
"ENSMUSG00000100480.1",499,"ENSMUSG00000100480.1","ENSMUSG00000100480","lincRNA","Gm29156",NA,1.76957171810402,-0.0663120472337328,0.00764731957703314,-0.0990947894363081,0.922046044020114,0.97651918192185,-5.64697279099884
