"","OR_retro","Pval_retro","NumSig_retro","adjPval_retro","OR_syn","Pval_syn","NumSig_syn","adjPval_syn","setSize","ID","OR_retro_neuronBG","Pval_retro_neuronBG","OR_syn_neuronBG","Pval_syn_neuronBG","gsea_pvalue_projectorEnrich"
"Abnormalities, Multiple",1.58568184393797,1.60595403842759e-05,127,0.000142473170198118,1.64189664656721,1.14784719847627e-06,143,1.27261319831064e-05,2251,"MESH:D000015",1.16860126117449,0.17977899133485,1.22173385927352,0.071265502591861,0.998482901700568
"Neutropenia",1.64033861206434,1.68895521384534e-05,109,0.000148007081625661,1.94876373783982,3.21398684427427e-10,136,1.13043675212405e-08,2025,"MESH:D009503",1.07096148919244,0.585352749141394,1.32252204854296,0.0138434378168973,0.990644983028008
"Obsessive-Compulsive Disorder",5.20296417820665,1.70112457523751e-05,12,0.000148007081625661,2.45738500502532,0.0332602621623248,7,0.0952962567572229,84,"MESH:D009771",3.03681734125724,0.00681955888930274,1.16228415282749,0.818450203689352,0.078486735242527
"Atrioventricular Block",2.3085676262329,1.71424954933547e-05,37,0.000148007081625661,1.88107591803331,0.00124741573723894,34,0.00583653234854918,507,"MESH:D054537",1.5399798566972,0.0354256887001765,1.19693220455276,0.39299848783324,0.709122986991938
"Disorders of Sex Development",1.7518051765668,1.73841460254773e-05,82,0.000148765214218023,1.53837326184262,0.00074838789790123,81,0.00376037268896184,1411,"MESH:D012734",1.31214919394411,0.0506924796945834,1.12005600143574,0.402039696478245,0.93262420526331
"Glucose Intolerance",1.47740425003442,1.78520321284638e-05,204,0.000151153535764458,1.5523240303898,3.28793994699403e-07,231,4.14036882214063e-06,4313,"MESH:D018149",1.10910150472003,0.301959578657663,1.17927209801084,0.0789973091710559,0.998510705137984
"Panic Disorder",2.81464157699491,1.79758599926708e-05,25,0.000151153535764458,2.30060794769813,0.000711197503522853,23,0.00359119531481837,281,"MESH:D016584",1.61295257252631,0.0564619470389717,1.25928372539484,0.358779346809366,0.363155510334337
"Neoplasms",1.43253603556447,1.93849850924302e-05,343,0.000161597246417069,1.73524098502885,1.12626874820478e-11,406,6.04628485878353e-10,8005,"MESH:D009369",1.10856137843795,0.268452196601757,1.40338300819124,0.000177965512220153,0.999745048844564
"Cerebral Infarction",1.97794952366132,2.10529918857506e-05,55,0.000173568929480913,1.73458826016436,0.000475031828103145,54,0.00255017086665899,889,"MESH:D002544",1.308140835374,0.0998260299042924,1.11471545362104,0.502835134728963,0.96803370927904
"Chromosome Aberrations",1.56228800717367,2.11800761931207e-05,134,0.000173568929480913,1.34890478766431,0.00367891256289741,132,0.0143773594412083,2679,"MESH:D002869",1.17162097899632,0.153581664244639,0.979611920070106,0.868569178623672,0.875585762659866
"Neoplasms, Experimental",1.42755036343722,2.44663261370113e-05,295,0.00019881459978563,1.62076499779983,1.95656238233857e-09,344,5.11716315380857e-08,6758,"MESH:D009374",1.07445086330212,0.435054981656385,1.25595816341071,0.0113084786957601,0.995308462703031
"Multiple Myeloma",1.63528041840416,2.91893061692106e-05,101,0.000234807279861911,1.69641580887994,2.56735241859177e-06,114,2.64515097673091e-05,1937,"MESH:D009101",1.20198061583322,0.138620521432732,1.26042304281436,0.0613666642022477,0.995144587814252
"Myocardial Infarction",1.52138323155683,2.93812625266714e-05,150,0.000234807279861911,1.64666293119482,1.5396056674113e-07,174,2.06631286942043e-06,3043,"MESH:D009203",1.08862525068104,0.418917387800396,1.19961598580533,0.0762926190005386,0.997600425895604
"Hematuria",1.6959399270775,3.01547169942827e-05,88,0.000239013207651404,1.86558098353144,1.60853910062253e-07,104,2.1307920553701e-06,1625,"MESH:D006417",1.19346609765051,0.194487883545993,1.34601418862556,0.0207925061448223,0.996537204500598
"Confusion",1.80390603702516,3.05946289015331e-05,68,0.000240528505266525,1.64149524754838,0.000345266910304493,69,0.00192443851645127,1120,"MESH:D003221",1.24046576825659,0.142156621851909,1.10581944768771,0.50088304896599,0.966472035682831
"Ventricular Fibrillation",2.29644142141759,3.21826291639854e-05,35,0.000250972600012693,1.79466726283729,0.0046716614320576,31,0.0177802039578312,476,"MESH:D014693",1.52039015030509,0.0537641557704366,1.12315946195278,0.585419842236034,0.476621979337239
"Conduct Disorder",3.10805689578092,3.35417440131678e-05,20,0.00025821205524534,2.31832921420921,0.0027302184296399,17,0.0111840273021393,191,"MESH:D019955",1.81086872581866,0.0392035781683133,1.25934685259178,0.44650456575771,0.239303259176342
"Hydronephrosis",2.25961842835633,3.38871407335677e-05,37,0.00025821205524534,1.41649971663538,0.0983915569991202,27,0.204859927613576,514,"MESH:D006869",1.5399798566972,0.0354256887001765,0.872652991700979,0.594162198863465,0.89294142330369
"Venous Thrombosis",1.8485601723583,3.3912027938116e-05,62,0.00025821205524534,2.12126718222538,5.4768511958827e-08,76,8.86728288857199e-07,1050,"MESH:D020246",1.18665403435864,0.265341226598994,1.40921455365594,0.0207191605712184,0.986934784347438
"Myoclonus",2.60161713448988,3.73104340229255e-05,27,0.00028186866953257,2.44588783360159,9.13825153285627e-05,28,0.000609216768857084,319,"MESH:D009207",1.55769425639005,0.0691478046314059,1.447260984319,0.132658873076413,0.515445717495447
"Stroke",1.80312402597218,3.76779157526509e-05,67,0.000282438329711732,1.97265874782046,3.934671059217e-07,79,4.7216052710604e-06,1187,"MESH:D020521",1.23943394161255,0.160521426353683,1.38993267178194,0.0236457988289272,0.970917299159437
"Death, Sudden, Cardiac",3.44383653732621,4.03504449933639e-05,17,0.000300145233142946,3.32845659698899,3.85809681643212e-05,18,0.000295884116748929,158,"MESH:D016757",1.84337865825456,0.056700961007673,1.77636571595821,0.06603401520894,0.858823434980393
"Gliosis",3.59426963791823,4.25587402074308e-05,16,0.000314154975424318,1.88364194413956,0.074594631004963,10,0.174111038043621,140,"MESH:D005911",3.05073238758893,0.00147893518100347,1.27957019539748,0.550421911415489,0.0432093790218544
"Tic Disorders",3.78189096493362,4.35462430992221e-05,15,0.000319009220279908,2.37022716814155,0.0169968015065814,11,0.0530175459838318,122,"MESH:D013981",2.37539863627897,0.0155062029558614,1.30778026753834,0.446866217213534,0.0177350378314639
"Heart Arrest",2.5412323554794,4.89062644933909e-05,27,0.000355581637331647,2.09338628123425,0.00129117850138265,25,0.00597039071007071,346,"MESH:D006323",1.55769425639005,0.0691478046314059,1.22772320692139,0.383102068816026,0.57526957254939
"Cardiovascular Abnormalities",1.66539827342128,5.15123479677126e-05,89,0.000370432480684354,1.98803955637431,2.873397701111e-09,112,6.8159666398447e-08,1581,"MESH:D018376",1.14414258740534,0.314040961600581,1.42785993854462,0.00426092845296922,0.9672458540024
"Rhabdomyolysis",2.04121372987237,5.17711819900996e-05,44,0.000370432480684354,1.88232008996296,0.000259765819013111,45,0.0014969555671942,661,"MESH:D012206",1.32162149841451,0.122640075215946,1.19777546459774,0.305308376278247,0.920264011929233
"Renal Insufficiency",1.4813727426977,5.2098053126238e-05,164,0.000370432480684354,1.57858142771018,6.9229294345476e-07,188,8.024304571862e-06,3389,"MESH:D051437",1.09961805518615,0.372652767238535,1.1893953160839,0.084819479479616,0.999222324425392
"Cardiomyopathy, Dilated",3.06492111689502,6.10922123050342e-05,19,0.000431212914591008,1.94405598792242,0.0239532255281848,14,0.0706135550252847,205,"MESH:D002311",2.26404363847282,0.00822420864477496,1.26017817029456,0.502446614590485,0.5736537525307
"Consciousness Disorders",2.65278551557344,6.45395034767647e-05,25,0.000452244201898778,2.61689234004457,3.58133828039974e-05,27,0.000276739776212708,311,"MESH:D003244",1.91084481094077,0.0137590498671378,1.90161116242566,0.0118130651212719,0.922190666455544
"Myocardial Ischemia",1.75274342885882,6.62944278198495e-05,70,0.000461199364761111,1.27818957756243,0.0888681216065613,59,0.198783956225203,1214,"MESH:D017202",1.35984395399285,0.040914951763187,0.925021598900519,0.649216891589481,0.404308535998571
"Drug-Related Side Effects and Adverse Reactions",1.39414030366715,7.54059216368427e-05,315,0.000520839473020192,1.41950314858111,1.36201618969522e-05,349,0.000116744244831019,7153,"MESH:D064420",1.09356632387208,0.335254038382961,1.11854486463033,0.214153121245241,0.980234704057321
"Prostatic Neoplasms",1.46020726279365,8.18930170120079e-05,168,0.00056163508830221,1.38516564276846,0.000434991759033577,178,0.00238543867857123,3604,"MESH:D011471",1.10556284928702,0.348478513089725,1.03633996813205,0.724728447461596,0.978173138936002
"Ovarian Neoplasms",1.42377603064012,8.51292013733331e-05,210,0.000577910599174557,1.66227655473405,1.87845655830353e-09,253,5.11716315380857e-08,4671,"MESH:D010051",1.0316897982094,0.771852276445097,1.24688902000679,0.0172196561375453,0.99407350651371
"Hypertrophy, Left Ventricular",2.27277043722593,8.54614433112323e-05,32,0.000577910599174557,1.54243396957924,0.0556405487073395,25,0.137550666990632,457,"MESH:D017379",1.6099077679243,0.0302685169548214,0.9988069429704,1,0.852290176270209
"Uterine Cervical Neoplasms",1.39970074354996,8.70179193346618e-05,251,0.000584349499976514,1.50650428785696,5.14044414121094e-07,287,6.02672761383351e-06,5564,"MESH:D002583",1.08729965940764,0.37391440491849,1.1907415683453,0.0572697461141985,0.99869615937912
"Chorea",3.7082148435301,9.25298459513289e-05,14,0.000617078351965069,4.56958399585206,8.72147964669677e-07,18,9.77572443915462e-06,125,"MESH:D002819",1.82775309025952,0.0869295203459279,2.42559633184393,0.00575479555157561,0.473625699260817
"Hot Flashes",2.22694161464355,9.47459632549253e-05,34,0.00062752977032543,1.6030465757934,0.0271086894402594,28,0.079002466368756,474,"MESH:D019584",1.45713262032651,0.0709513088880157,0.976402610277481,1,0.869554327298631
"Mammary Neoplasms, Experimental",1.68629755105604,9.57422895988432e-05,77,0.000629814925456336,1.60116475857221,0.000263798482440266,81,0.0015116542252195,1467,"MESH:D008325",1.23758308297053,0.143163269001054,1.16290806900503,0.28879179977238,0.998857916384499
"Peripheral Nervous System Diseases",1.6210322313793,9.85583678276544e-05,91,0.000643959065468526,1.56255300830823,0.000199861976760194,97,0.00118522800171743,1777,"MESH:D010523",1.17441619755366,0.227895356021906,1.12346207666624,0.365007676801671,0.917597358692613
"Liver Cirrhosis, Experimental",1.47613023472377,0.000100755747366838,148,0.000653898038280081,1.75344212538359,1.86350606056111e-09,183,5.11716315380857e-08,3139,"MESH:D008106",1.04594498493642,0.667443271342627,1.29211075178131,0.0125521248725005,0.999913557026479
"Dizziness",1.68351149976374,0.000110020187126795,75,0.000709263473010739,1.99036936566196,3.69057729879935e-08,94,6.3803200758904e-07,1354,"MESH:D004244",1.10678913875739,0.474243872940269,1.3609507920221,0.0222132352279463,0.985558140836245
"Cleft Lip",1.88326920367563,0.000114450348664848,50,0.000732937001052373,2.10073922472191,1.29203994123365e-06,60,1.41707606457884e-05,707,"MESH:D002971",1.2361442200051,0.212713619970849,1.41966700383579,0.0313189552792925,0.75442588677041
"Skin Diseases",1.52628841287218,0.000120068226588161,119,0.000763855099412838,1.62721471839897,2.46671490297055e-06,137,2.59386515570099e-05,2410,"MESH:D012871",1.10255968334471,0.409042417371894,1.19300528085907,0.110880950916656,0.979049175447213
"Lethargy",2.43912661094081,0.000130820173489465,27,0.000826817697805963,2.29234318682257,0.000176385127288988,28,0.00106457295760218,350,"MESH:D053609",1.68916771187987,0.0326821211568965,1.57149706577745,0.054679694410644,0.755447674381153
"Leukocytosis",2.17874140397936,0.000150035328315016,33,0.000942104951172859,1.89199753305081,0.00191942042493611,32,0.00836670441638818,486,"MESH:D007964",1.55691449323144,0.0454149385218617,1.30895333179918,0.212951585975003,0.948570169845592
"Breast Neoplasms",1.37449735610919,0.000154021999682964,292,0.000960898539957588,1.66664192689289,1.99521159446017e-10,351,8.14046330539748e-09,6825,"MESH:D001943",1.01639928624946,0.890393876030676,1.2866334305834,0.00513089210210054,0.999987510225747
"Cerebellar Diseases",2.08105009686708,0.000156726382157209,36,0.00097150263811552,1.57628237181509,0.021074729830561,31,0.0634189341261101,508,"MESH:D002526",1.56657752277624,0.0319378889940174,1.11055564971381,0.663238670621953,0.770319136596394
"Aortic Diseases",2.73104048737214,0.000163532677400703,20,0.00100313092427797,1.13593183019521,0.605002243570142,10,0.699662458550505,234,"MESH:D001018",2.313890070781,0.00561802795900521,0.767764533312199,0.514799449714074,0.491681051416219
"Hyperalgesia",1.56265861482339,0.000163903501588335,98,0.00100313092427797,1.66562866763079,5.21768428873828e-06,113,4.88260364634225e-05,1964,"MESH:D006930",1.07690283954928,0.568385412402959,1.16340330520346,0.220350590910766,0.988044125842271
"Paranoid Disorders",3.02112483619492,0.000167433090265465,17,0.00101828803953902,3.11066637468693,5.39871854085326e-05,19,0.000396011927754999,181,"MESH:D010259",1.79143097042356,0.0598250099718895,1.87785327129095,0.0325787899174601,0.179338544134726
"Torticollis",9.33462744394586,0.000178651053051678,6,0.00107972230188108,3.41201415821242,0.0737563435333757,3,0.172549244045971,24,"MESH:D014103",5.66254976551314,0.00821555163396778,1.42295091544144,0.706256420927764,0.0427660692160913
"Edema",1.37268366219604,0.000191037303881543,364,0.00114741039039411,1.79312969432169,1.85178401127862e-12,439,1.18051230719012e-10,8715,"MESH:D004487",1.01296545873988,0.925240438603118,1.40350036223495,0.000281466606833349,0.999996290238965
"Schizophrenia",2.63986319692232,0.000202620847533051,22,0.00120947135533618,3.59262143861903,2.00937276169199e-08,31,3.53372451194109e-07,260,"MESH:D012559",1.70792440519555,0.0537298858434254,2.64619972396022,0.000150598579134186,0.640264033740116
"Prenatal Exposure Delayed Effects",1.48453493320978,0.000217210347571278,496,0.00128860371841366,1.94272255702408,5.69908375041575e-10,568,1.93768847514135e-08,12642,"MESH:D011297",1.06399370787945,0.634300902075274,1.47308956949845,0.00154458293002811,0.994081527580251
"Cognition Disorders",1.36555416634905,0.000229720488564564,356,0.00135451044171911,1.56802125176711,3.88714666489934e-08,412,6.60814933032888e-07,8288,"MESH:D003072",1.08353657481934,0.403100840521624,1.28442636085268,0.00614499581439886,0.998907531148518
"Vasculitis",1.93743796742507,0.000233607705484641,43,0.00136908273456756,1.93199408309721,0.000129943334351204,47,0.00082324348470949,685,"MESH:D014657",1.35700690622295,0.113850618567628,1.3574121962312,0.0869623291468545,0.932468701037067
"Asthma",1.7326335775052,0.000246393468091899,60,0.00143531616653534,1.6132063712991,0.0011582822519344,62,0.00554670374165769,1155,"MESH:D001249",1.22462711470523,0.192197757375704,1.12283646186369,0.477540721081985,0.915411629998937
"Neurotoxicity Syndromes",1.36361898635223,0.000249679397323746,289,0.00144574836653929,1.54381925191127,5.97684127041407e-08,337,9.37904322434208e-07,6544,"MESH:D020258",1.07559274285818,0.434336321464813,1.25348097944848,0.0112602798109309,0.999672748116626
"Depressive Disorder, Major",2.89405958274515,0.000263366288849621,17,0.00151592381736657,2.4334129956058,0.00270761729157371,16,0.0111840273021393,177,"MESH:D003865",1.84337865825456,0.056700961007673,1.48538841257733,0.187268030928015,0.522298684248237
"Vascular Diseases",1.43409318814719,0.000267365220446643,153,0.00152983531462665,1.48293957621349,2.76531962181171e-05,172,0.000223859207479995,3262,"MESH:D014652",1.1068311319343,0.333722044042564,1.1540654696087,0.160889488892755,0.927727547077977
"Neoplasm Invasiveness",1.56423779770075,0.000300903308686387,88,0.00171160882058668,1.39272765082683,0.00649535700984343,88,0.0236616576787153,1719,"MESH:D009361",1.2331374568343,0.113455163580463,1.07055596760505,0.594824187548199,0.968680880927873
"Tics",20.1649231080719,0.000302679161221368,4,0.00171164180643896,0,1,0,NA,11,"MESH:D020323",15.0623717269373,0.00813097693735358,0,0.596021317756979,0.00530826332768257
"Sleep Initiation and Maintenance Disorders",2.10285071418343,0.000322788795107226,33,0.00181474863295748,1.82611589620223,0.00340363132835524,32,0.013508575700087,481,"MESH:D007319",1.49926020851559,0.063251543608143,1.26097821415027,0.265115995357539,0.617884368551014
"Uterine Neoplasms",1.55278926975101,0.000334039908847954,93,0.0018671479298033,1.39959609849002,0.00452539026328166,94,0.0173530002576966,1832,"MESH:D014594",1.20969846078344,0.141379398582894,1.06606177694746,0.605564790830542,0.964256772932478
"Dyskinesias",3.39339844407905,0.000347648562540471,13,0.00193204689641745,3.34774865557136,0.000250322679343694,14,0.00145073370983277,119,"MESH:D020820",1.75567175732812,0.119768423921668,1.73469081852347,0.0959539906767864,0.286409354884172
"Amphetamine-Related Disorders",3.85507662030912,0.000374987956675221,11,0.00207207630917108,3.10634422587846,0.00294854965731786,10,0.0119346057558104,91,"MESH:D019969",2.19046585086748,0.0429108297779813,1.66786268283945,0.193138440871972,0.607074666998344
"Cystitis",1.61564044737059,0.000395939413304994,73,0.00216583851158523,1.32522620074121,0.0397456225553749,68,0.109865948527053,1406,"MESH:D003556",1.29643765731807,0.0802546565712344,1.01757172796181,0.883531219146401,0.977014345617616
"Cardiomyopathies",1.44907956685951,0.000396435797880647,133,0.00216583851158523,1.26401949039217,0.0211396447087034,132,0.0634189341261101,2756,"MESH:D009202",1.11924538859789,0.307907302073572,0.947345198278017,0.661072785614476,0.982639393803971
"Peripheral Vascular Diseases",2.99845266422071,0.000418920033135432,15,0.00227581838225822,2.09294169820276,0.0209235966359673,12,0.0633295803225124,152,"MESH:D016491",1.89532055728601,0.0626032743516267,1.20963015003669,0.593408469327356,0.590857176650586
